product,product_group,facility_type,reporting_month,High_Transmission_Preparation,zone_type,beginning_balance,quantity_received,quantity_dispensed,total_losses_and_adjustments,stock_in_hand,months_of_stock,stock_status,amc,quantity_approved
ACT-AD,ACT,HEALTH CENTER,May,YES,RURAL,1475.0,0.0,280.0,-474,711.0,6.0,Overstock,118.0,91.0
ITN,PREV,HEALTH CENTER,February,NO,URBAN,72.0,34.0,66.0,-578,247.0,24.7,Overstock,10.0,0.0
ACT-INF,ACT,HEALTH CENTER,May,YES,RURAL,4949.0,0.0,422.0,-171,2271.0,8.7,Overstock,261.0,4.0
ACT-SC,ACT,HEALTH CENTER,February,NO,RURAL,14.0,59.0,3.0,-738,65.0,,Unknown,0.0,6.0
SP,SP,HEALTH CENTER,May,YES,URBAN,1283.0,0.0,138.0,65,10.0,0.1,Critical,78.0,331.0
PYRA-SAC,PYRA,HEALTH CENTER,November,NO,RURAL,502.0,119.0,35.0,149,1452.0,9.7,Overstock,149.0,682.0
ACT-INF,ACT,HEALTH CENTER,November,NO,RURAL,2873.0,0.0,529.0,-206,651.0,0.9,Critical,714.0,2363.0
ACT-INF,ACT,HEALTH CENTER,November,NO,RURAL,761.0,0.0,18.0,381,747.0,74.7,Overstock,10.0,31.0
ART-INJ,ART,HEALTH CENTER,May,YES,RURAL,327.0,529.0,74.0,130,854.0,15.2,Overstock,56.0,0.0
ACT-INF,ACT,HEALTH CENTER,February,NO,RURAL,80.0,2.0,46.0,-412,215.0,16.5,Overstock,13.0,22.0
ART-INJ,ART,HEALTH CENTER,November,NO,RURAL,251.0,1.0,89.0,441,586.0,4.3,Adequate,136.0,1.0
ACT-AD,ACT,HEALTH CENTER,February,NO,RURAL,2066.0,637.0,723.0,334,3269.0,6.5,Overstock,502.0,0.0
RDT,DIAG,HEALTH CENTER,May,YES,URBAN,64.0,0.0,132.0,-168,523.0,4.8,Adequate,108.0,176.0
ACT-AD,ACT,HEALTH CENTER,November,NO,RURAL,29.0,0.0,53.0,909,50.0,2.1,Low,24.0,37.0
RDT,DIAG,HEALTH CENTER,November,NO,RURAL,63.0,51.0,90.0,57,16.0,0.2,Critical,66.0,3970.0
ART-INJ,ART,HEALTH CENTER,August,YES,RURAL,2431.0,0.0,559.0,448,642.0,1.6,Low,403.0,205.0
QUIN,SP,HEALTH CENTER,February,NO,URBAN,50.0,37.0,41.0,642,188.0,15.7,Overstock,12.0,1670.0
ACT-AD,ACT,HEALTH CENTER,February,NO,RURAL,690.0,0.0,87.0,669,342.0,57.0,Overstock,6.0,0.0
ACT-SC,ACT,HEALTH CENTER,May,YES,RURAL,463.0,398.0,220.0,-158,1173.0,3.5,Adequate,336.0,126.0
ITN,PREV,HEALTH CENTER,November,NO,RURAL,0.0,150.0,5.0,271,29.0,7.2,Overstock,4.0,82.0
PYRA-SAC,PYRA,HEALTH CENTER,November,NO,URBAN,1088.0,204.0,298.0,196,489.0,2.9,Low,170.0,0.0
ART-INJ,ART,HEALTH CENTER,November,NO,RURAL,7155.0,14.0,900.0,-840,2593.0,3.1,Adequate,845.0,185.0
ACT-AD,ACT,HEALTH CENTER,February,NO,RURAL,1297.0,4.0,660.0,-106,380.0,0.6,Critical,632.0,2001.0
SP,SP,HEALTH CENTER,August,YES,URBAN,39.0,32.0,4.0,-284,194.0,194.0,Overstock,1.0,0.0
PYRA-COMP,PYRA,HEALTH CENTER,May,YES,URBAN,53.0,75.0,99.0,-353,346.0,7.4,Overstock,47.0,0.0
ACT-INF,ACT,HEALTH CENTER,February,NO,URBAN,877.0,0.0,200.0,239,113.0,0.8,Critical,133.0,0.0
ART-SUP,ART,HEALTH CENTER,August,YES,URBAN,180.0,290.0,218.0,-107,376.0,2.8,Low,136.0,24.0
RDT,DIAG,HOSPITAL,May,YES,URBAN,583.0,235.0,147.0,-119,920.0,9.5,Overstock,97.0,451.0
ART-SUP,ART,HEALTH CENTER,May,YES,URBAN,55.0,1370.0,183.0,280,243.0,1.3,Low,188.0,3453.0
SP,SP,HOSPITAL,August,YES,RURAL,579.0,0.0,96.0,-385,55.0,1.7,Low,32.0,0.0
ITN,PREV,HEALTH CENTER,August,YES,URBAN,424.0,41.0,159.0,168,1348.0,4.3,Adequate,310.0,0.0
ITN,PREV,HOSPITAL,November,NO,URBAN,1357.0,7.0,422.0,741,2082.0,2.7,Low,774.0,282.0
ART-INJ,ART,HEALTH CENTER,August,YES,URBAN,978.0,28.0,577.0,185,1486.0,5.1,Overstock,290.0,127.0
QUIN,SP,HEALTH CENTER,November,NO,RURAL,1257.0,1335.0,650.0,-376,1823.0,12.8,Overstock,142.0,37.0
ACT-INF,ACT,HEALTH CENTER,November,NO,RURAL,574.0,0.0,136.0,713,680.0,13.6,Overstock,50.0,0.0
QUIN,SP,HEALTH CENTER,February,NO,URBAN,1448.0,2473.0,1096.0,-381,2363.0,1.5,Low,1553.0,656.0
ACT-GC,ACT,HEALTH CENTER,August,YES,URBAN,231.0,9.0,21.0,-432,130.0,6.8,Overstock,19.0,0.0
ACT-SC,ACT,HEALTH CENTER,May,YES,RURAL,1210.0,0.0,174.0,-72,629.0,4.7,Adequate,135.0,23.0
ACT-GC,ACT,HEALTH CENTER,February,NO,RURAL,10429.0,46.0,1767.0,233,8818.0,4.2,Adequate,2101.0,96.0
ACT-GC,ACT,HEALTH CENTER,February,NO,RURAL,13.0,0.0,70.0,-36,52.0,2.2,Low,24.0,11.0
ART-SUP,ART,HEALTH CENTER,May,YES,RURAL,59.0,444.0,46.0,369,18.0,9.0,Overstock,2.0,175.0
RDT,DIAG,HEALTH CENTER,February,NO,RURAL,58.0,209.0,58.0,-225,122.0,2.3,Low,54.0,637.0
ART-SUP,ART,HEALTH CENTER,February,NO,RURAL,1742.0,1.0,163.0,-905,1850.0,18.5,Overstock,100.0,0.0
ACT-SC,ACT,HEALTH CENTER,August,YES,RURAL,1287.0,3.0,719.0,-1,2064.0,4.0,Adequate,513.0,877.0
RDT,DIAG,HEALTH CENTER,February,NO,RURAL,890.0,2950.0,397.0,32,1569.0,6.3,Overstock,248.0,956.0
ACT-INF,ACT,HEALTH CENTER,November,NO,URBAN,999.0,488.0,850.0,-260,1993.0,1.9,Low,1034.0,231.0
RDT,DIAG,HEALTH CENTER,February,NO,URBAN,5783.0,1.0,528.0,-159,3722.0,8.6,Overstock,432.0,63.0
RDT,DIAG,HEALTH CENTER,August,YES,URBAN,2176.0,6.0,199.0,-1051,549.0,6.9,Overstock,79.0,0.0
ACT-SC,ACT,HOSPITAL,February,NO,RURAL,2678.0,0.0,1190.0,203,849.0,0.5,Critical,1693.0,521.0
ACT-GC,ACT,HEALTH CENTER,February,NO,URBAN,512.0,172.0,396.0,-336,1023.0,9.7,Overstock,106.0,225.0
PYRA-COMP,PYRA,HOSPITAL,August,YES,RURAL,184.0,24.0,326.0,-503,127.0,0.8,Critical,151.0,2.0
ACT-AD,ACT,HEALTH CENTER,November,NO,RURAL,323.0,152.0,326.0,164,441.0,2.6,Low,170.0,83.0
SP,SP,HEALTH CENTER,February,NO,RURAL,1548.0,685.0,776.0,-371,1566.0,6.3,Overstock,247.0,494.0
PYRA-COMP,PYRA,HEALTH CENTER,November,NO,URBAN,2235.0,0.0,742.0,467,1679.0,3.0,Adequate,558.0,10941.0
ACT-GC,ACT,HEALTH CENTER,August,YES,RURAL,395.0,0.0,276.0,-584,38.0,0.4,Critical,106.0,16.0
PYRA-COMP,PYRA,HEALTH CENTER,August,YES,URBAN,4894.0,1882.0,982.0,-219,4500.0,5.7,Overstock,783.0,19.0
SP,SP,HEALTH CENTER,August,YES,URBAN,2677.0,1.0,189.0,-564,1694.0,6.4,Overstock,264.0,0.0
PYRA-COMP,PYRA,HEALTH CENTER,February,NO,RURAL,109.0,2.0,6.0,-634,344.0,15.6,Overstock,22.0,1477.0
RDT,DIAG,HOSPITAL,February,NO,URBAN,1815.0,8.0,104.0,-418,1552.0,4.7,Adequate,333.0,0.0
SP,SP,HEALTH CENTER,November,NO,RURAL,747.0,4.0,560.0,399,1787.0,2.5,Low,716.0,34.0
RDT,DIAG,HEALTH CENTER,May,YES,RURAL,930.0,24.0,180.0,105,982.0,14.2,Overstock,69.0,642.0
QUIN,SP,HEALTH CENTER,August,YES,URBAN,6554.0,86.0,794.0,-477,3083.0,5.4,Overstock,567.0,217.0
ACT-GC,ACT,HEALTH CENTER,May,YES,URBAN,304.0,0.0,198.0,-445,29.0,0.3,Critical,114.0,1290.0
ART-SUP,ART,HEALTH CENTER,November,NO,RURAL,301.0,0.0,147.0,34,265.0,2.9,Low,90.0,55.0
PYRA-COMP,PYRA,HEALTH CENTER,May,YES,RURAL,1243.0,1139.0,578.0,-615,3084.0,4.2,Adequate,731.0,30.0
QUIN,SP,HEALTH CENTER,May,YES,URBAN,20.0,0.0,5.0,98,101.0,,Unknown,0.0,2.0
ART-INJ,ART,HEALTH CENTER,November,NO,URBAN,2312.0,0.0,269.0,-710,2000.0,5.4,Overstock,371.0,253.0
ART-INJ,ART,HEALTH CENTER,May,YES,URBAN,74.0,380.0,294.0,-50,683.0,1.2,Low,590.0,47.0
ART-SUP,ART,HOSPITAL,February,NO,RURAL,1238.0,511.0,133.0,-912,1335.0,22.6,Overstock,59.0,0.0
ACT-AD,ACT,HEALTH CENTER,August,YES,RURAL,900.0,3.0,390.0,-120,390.0,1.3,Low,300.0,106.0
ART-INJ,ART,HEALTH CENTER,May,YES,URBAN,139.0,515.0,21.0,-724,954.0,,Unknown,0.0,0.0
QUIN,SP,HEALTH CENTER,May,YES,RURAL,1465.0,45.0,434.0,-99,1101.0,9.6,Overstock,115.0,8.0
ACT-SC,ACT,HEALTH CENTER,February,NO,URBAN,1072.0,9.0,135.0,466,380.0,31.7,Overstock,12.0,3298.0
SP,SP,HEALTH CENTER,May,YES,RURAL,292.0,8.0,65.0,-184,51.0,17.0,Overstock,3.0,0.0
ART-SUP,ART,HEALTH CENTER,May,YES,RURAL,1827.0,99.0,407.0,542,2982.0,5.4,Overstock,555.0,2.0
ACT-INF,ACT,HEALTH CENTER,May,YES,RURAL,1256.0,182.0,421.0,-100,1144.0,1.7,Low,674.0,0.0
SP,SP,HEALTH CENTER,August,YES,RURAL,294.0,10.0,98.0,-362,301.0,2.4,Low,126.0,4.0
ITN,PREV,HEALTH CENTER,August,YES,RURAL,815.0,388.0,254.0,-70,2131.0,8.4,Overstock,254.0,30.0
ART-SUP,ART,HEALTH CENTER,November,NO,RURAL,201.0,0.0,39.0,56,160.0,14.5,Overstock,11.0,0.0
QUIN,SP,HEALTH CENTER,November,NO,URBAN,304.0,1.0,599.0,-245,1152.0,2.9,Low,394.0,2.0
ACT-INF,ACT,HEALTH CENTER,May,YES,RURAL,1423.0,2.0,365.0,-47,3905.0,10.8,Overstock,363.0,97.0
PYRA-COMP,PYRA,HEALTH CENTER,August,YES,RURAL,239.0,421.0,661.0,-205,2072.0,3.8,Adequate,545.0,3.0
ACT-INF,ACT,HEALTH CENTER,August,YES,URBAN,155.0,1440.0,438.0,209,1013.0,11.3,Overstock,90.0,10.0
ACT-SC,ACT,HEALTH CENTER,May,YES,RURAL,304.0,13.0,214.0,269,385.0,1.5,Low,263.0,108.0
ITN,PREV,HEALTH CENTER,May,YES,RURAL,1453.0,21.0,150.0,108,369.0,3.3,Adequate,111.0,2062.0
ITN,PREV,HEALTH CENTER,August,YES,RURAL,6913.0,66.0,721.0,-328,2237.0,8.9,Overstock,250.0,665.0
SP,SP,HEALTH CENTER,February,NO,RURAL,422.0,0.0,288.0,-87,158.0,0.9,Critical,180.0,1762.0
ITN,PREV,HEALTH CENTER,November,NO,URBAN,1351.0,4.0,148.0,-24,765.0,6.2,Overstock,123.0,118.0
ITN,PREV,HEALTH CENTER,November,NO,RURAL,5.0,0.0,9.0,412,19.0,19.0,Overstock,1.0,83.0
RDT,DIAG,HEALTH CENTER,August,YES,RURAL,1345.0,0.0,618.0,-429,904.0,5.4,Overstock,166.0,12.0
SP,SP,HEALTH CENTER,May,YES,RURAL,363.0,0.0,162.0,-371,513.0,4.1,Adequate,124.0,496.0
ACT-AD,ACT,HEALTH CENTER,November,NO,URBAN,407.0,8.0,261.0,378,449.0,8.2,Overstock,55.0,0.0
ITN,PREV,HEALTH CENTER,February,NO,RURAL,314.0,1384.0,75.0,292,1462.0,4.9,Adequate,300.0,3388.0
PYRA-SAC,PYRA,HEALTH CENTER,August,YES,RURAL,2630.0,1.0,855.0,-218,1391.0,2.4,Low,571.0,6546.0
SP,SP,HEALTH CENTER,August,YES,RURAL,1449.0,13.0,270.0,417,949.0,4.4,Adequate,217.0,0.0
ACT-SC,ACT,HOSPITAL,February,NO,RURAL,3.0,146.0,3.0,-145,82.0,27.3,Overstock,3.0,10.0
QUIN,SP,HEALTH CENTER,November,NO,RURAL,522.0,1.0,51.0,581,1140.0,47.5,Overstock,24.0,0.0
QUIN,SP,HEALTH CENTER,May,YES,URBAN,21.0,0.0,1.0,601,41.0,,Unknown,0.0,0.0
ART-INJ,ART,HEALTH CENTER,May,YES,RURAL,1317.0,17.0,379.0,27,250.0,0.4,Critical,630.0,1173.0
PYRA-SAC,PYRA,HEALTH CENTER,November,NO,RURAL,64.0,733.0,49.0,346,53.0,1.2,Low,46.0,21.0
ART-INJ,ART,HEALTH CENTER,February,NO,URBAN,35.0,0.0,9.0,-221,19.0,19.0,Overstock,1.0,0.0
ACT-INF,ACT,HEALTH CENTER,August,YES,URBAN,230.0,0.0,32.0,7,62.0,62.0,Overstock,1.0,0.0
RDT,DIAG,HEALTH CENTER,November,NO,RURAL,1097.0,87.0,824.0,318,2052.0,4.1,Adequate,502.0,155.0
ACT-INF,ACT,HOSPITAL,February,NO,RURAL,24.0,0.0,6.0,-413,19.0,19.0,Overstock,1.0,0.0
RDT,DIAG,HEALTH CENTER,November,NO,URBAN,203.0,316.0,493.0,605,329.0,1.1,Low,299.0,2236.0
ACT-INF,ACT,HEALTH CENTER,February,NO,RURAL,382.0,151.0,40.0,159,553.0,29.1,Overstock,19.0,60.0
ACT-GC,ACT,HEALTH CENTER,November,NO,URBAN,378.0,13.0,37.0,-246,181.0,5.5,Overstock,33.0,2307.0
ART-INJ,ART,HEALTH CENTER,November,NO,URBAN,1504.0,32.0,550.0,-372,1980.0,3.1,Adequate,638.0,3063.0
ACT-GC,ACT,HEALTH CENTER,May,YES,RURAL,1.0,9.0,13.0,598,6.0,6.0,Overstock,1.0,0.0
RDT,DIAG,HEALTH CENTER,February,NO,URBAN,2028.0,539.0,481.0,-226,727.0,1.6,Low,449.0,332.0
ACT-INF,ACT,HEALTH CENTER,May,YES,RURAL,25.0,4.0,11.0,-120,37.0,5.3,Overstock,7.0,0.0
PYRA-SAC,PYRA,HEALTH CENTER,May,YES,URBAN,578.0,557.0,211.0,803,2048.0,102.4,Overstock,20.0,20.0
RDT,DIAG,HEALTH CENTER,May,YES,RURAL,351.0,0.0,54.0,-351,878.0,16.0,Overstock,55.0,7.0
ACT-AD,ACT,HEALTH CENTER,August,YES,RURAL,322.0,0.0,101.0,76,498.0,3.7,Adequate,134.0,4.0
RDT,DIAG,HOSPITAL,February,NO,RURAL,1402.0,616.0,846.0,972,2828.0,1.9,Low,1490.0,1297.0
PYRA-SAC,PYRA,HEALTH CENTER,November,NO,RURAL,11.0,156.0,24.0,-285,238.0,,Unknown,0.0,0.0
RDT,DIAG,HOSPITAL,November,NO,RURAL,391.0,20.0,241.0,162,1196.0,1.9,Low,622.0,1004.0
ACT-SC,ACT,HEALTH CENTER,November,NO,RURAL,133.0,0.0,37.0,-138,139.0,9.9,Overstock,14.0,130.0
ACT-INF,ACT,HEALTH CENTER,August,YES,URBAN,1905.0,0.0,235.0,-207,674.0,6.7,Overstock,100.0,2.0
SP,SP,HEALTH CENTER,November,NO,RURAL,5314.0,124.0,1888.0,-229,4665.0,4.4,Adequate,1064.0,1595.0
SP,SP,HEALTH CENTER,May,YES,RURAL,2100.0,13.0,661.0,69,1716.0,1.6,Low,1107.0,9562.0
ACT-INF,ACT,HEALTH CENTER,November,NO,RURAL,4033.0,0.0,807.0,244,1991.0,3.7,Adequate,537.0,57.0
ART-SUP,ART,HEALTH CENTER,February,NO,RURAL,96.0,0.0,48.0,157,127.0,1.4,Low,93.0,29.0
ACT-GC,ACT,HEALTH CENTER,February,NO,RURAL,1432.0,795.0,462.0,66,1781.0,3.2,Adequate,554.0,408.0
ACT-GC,ACT,HOSPITAL,November,NO,RURAL,631.0,511.0,791.0,-626,1121.0,2.6,Low,436.0,293.0
SP,SP,HEALTH CENTER,November,NO,RURAL,111.0,0.0,10.0,575,13.0,3.2,Adequate,4.0,197.0
PYRA-COMP,PYRA,HEALTH CENTER,February,NO,RURAL,1086.0,980.0,144.0,-571,1378.0,17.7,Overstock,78.0,1.0
QUIN,SP,HEALTH CENTER,August,YES,RURAL,166.0,11.0,319.0,599,242.0,0.4,Critical,564.0,29.0
PYRA-COMP,PYRA,HEALTH CENTER,May,YES,RURAL,1710.0,2.0,491.0,-102,1960.0,5.6,Overstock,352.0,117.0
ITN,PREV,HEALTH CENTER,August,YES,URBAN,1633.0,549.0,478.0,-395,712.0,2.4,Low,301.0,2351.0
PYRA-SAC,PYRA,HEALTH CENTER,May,YES,RURAL,70.0,16.0,97.0,214,86.0,0.6,Critical,148.0,552.0
PYRA-COMP,PYRA,HEALTH CENTER,November,NO,URBAN,519.0,0.0,111.0,603,560.0,7.9,Overstock,71.0,261.0
QUIN,SP,HEALTH CENTER,November,NO,URBAN,442.0,0.0,140.0,-259,304.0,5.2,Overstock,58.0,1799.0
ITN,PREV,HEALTH CENTER,November,NO,URBAN,312.0,0.0,5.0,-234,125.0,13.9,Overstock,9.0,0.0
RDT,DIAG,HEALTH CENTER,November,NO,URBAN,264.0,33.0,79.0,-124,69.0,0.4,Critical,162.0,6719.0
ACT-GC,ACT,HEALTH CENTER,February,NO,RURAL,478.0,86.0,99.0,-219,660.0,26.4,Overstock,25.0,69.0
ITN,PREV,HEALTH CENTER,May,YES,URBAN,81.0,2.0,38.0,695,58.0,0.8,Critical,75.0,9.0
PYRA-COMP,PYRA,HEALTH CENTER,November,NO,URBAN,1289.0,0.0,161.0,-482,822.0,13.5,Overstock,61.0,1.0
QUIN,SP,HEALTH CENTER,May,YES,URBAN,1636.0,4.0,83.0,-209,755.0,30.2,Overstock,25.0,0.0
ITN,PREV,HEALTH CENTER,August,YES,URBAN,671.0,9.0,48.0,43,560.0,31.1,Overstock,18.0,2.0
ACT-GC,ACT,HOSPITAL,February,NO,URBAN,126.0,14.0,288.0,-104,484.0,5.5,Overstock,88.0,1027.0
QUIN,SP,HEALTH CENTER,February,NO,RURAL,905.0,0.0,28.0,-136,341.0,34.1,Overstock,10.0,1.0
ACT-INF,ACT,HEALTH CENTER,August,YES,URBAN,3333.0,25.0,326.0,-114,1322.0,3.8,Adequate,350.0,222.0
ACT-GC,ACT,HEALTH CENTER,August,YES,RURAL,1267.0,824.0,95.0,-1505,1986.0,165.5,Overstock,12.0,0.0
PYRA-SAC,PYRA,HEALTH CENTER,August,YES,RURAL,719.0,1147.0,266.0,435,2118.0,17.9,Overstock,118.0,0.0
ACT-AD,ACT,HEALTH CENTER,August,YES,RURAL,1112.0,1.0,228.0,127,1661.0,276.8,Overstock,6.0,0.0
ACT-SC,ACT,HEALTH CENTER,February,NO,RURAL,1014.0,455.0,1367.0,-189,2326.0,2.9,Low,808.0,2.0
ACT-GC,ACT,HEALTH CENTER,August,YES,RURAL,82.0,1.0,54.0,137,220.0,36.7,Overstock,6.0,0.0
SP,SP,HEALTH CENTER,November,NO,URBAN,1134.0,0.0,113.0,-709,157.0,31.4,Overstock,5.0,1.0
ART-INJ,ART,HEALTH CENTER,November,NO,RURAL,389.0,4.0,57.0,1186,499.0,11.3,Overstock,44.0,0.0
ACT-SC,ACT,HEALTH CENTER,November,NO,RURAL,371.0,0.0,150.0,-957,146.0,1.3,Low,111.0,44.0
ACT-INF,ACT,HEALTH CENTER,August,YES,RURAL,1559.0,0.0,350.0,48,337.0,1.1,Low,307.0,528.0
QUIN,SP,HEALTH CENTER,November,NO,URBAN,169.0,265.0,102.0,-428,620.0,5.8,Overstock,107.0,0.0
RDT,DIAG,HEALTH CENTER,August,YES,URBAN,392.0,0.0,51.0,214,118.0,3.4,Adequate,35.0,0.0
QUIN,SP,HEALTH CENTER,November,NO,RURAL,1815.0,35.0,296.0,48,1548.0,1.7,Low,913.0,344.0
SP,SP,HEALTH CENTER,August,YES,RURAL,1157.0,0.0,31.0,155,348.0,43.5,Overstock,8.0,1.0
SP,SP,HEALTH CENTER,November,NO,URBAN,72.0,0.0,17.0,-154,72.0,,Unknown,0.0,0.0
ACT-SC,ACT,HEALTH CENTER,May,YES,RURAL,338.0,61.0,35.0,760,58.0,8.3,Overstock,7.0,37.0
ACT-INF,ACT,HEALTH CENTER,August,YES,RURAL,420.0,24.0,526.0,521,647.0,1.0,Critical,655.0,715.0
ACT-GC,ACT,HEALTH CENTER,February,NO,URBAN,289.0,1334.0,329.0,381,1097.0,2.0,Low,561.0,1575.0
ITN,PREV,HEALTH CENTER,May,YES,URBAN,234.0,0.0,31.0,-416,122.0,122.0,Overstock,1.0,0.0
ART-SUP,ART,HEALTH CENTER,November,NO,URBAN,773.0,1525.0,728.0,46,3252.0,3.9,Adequate,832.0,0.0
ART-INJ,ART,HEALTH CENTER,February,NO,RURAL,82.0,44.0,135.0,33,82.0,0.7,Critical,121.0,2.0
ART-SUP,ART,HEALTH CENTER,August,YES,URBAN,119.0,50.0,45.0,104,321.0,26.8,Overstock,12.0,332.0
ITN,PREV,HEALTH CENTER,August,YES,RURAL,2127.0,121.0,175.0,141,1991.0,14.3,Overstock,139.0,0.0
ITN,PREV,HEALTH CENTER,February,NO,URBAN,3216.0,12.0,116.0,93,2462.0,46.5,Overstock,53.0,62.0
PYRA-SAC,PYRA,HEALTH CENTER,May,YES,RURAL,3625.0,896.0,747.0,-124,3732.0,14.8,Overstock,253.0,0.0
ACT-AD,ACT,HEALTH CENTER,May,YES,RURAL,2270.0,32.0,46.0,-205,553.0,27.6,Overstock,20.0,26.0
PYRA-COMP,PYRA,HEALTH CENTER,February,NO,RURAL,228.0,21.0,119.0,43,366.0,4.3,Adequate,85.0,53.0
ACT-AD,ACT,HEALTH CENTER,August,YES,RURAL,2186.0,297.0,639.0,-390,2634.0,2.6,Low,998.0,0.0
PYRA-SAC,PYRA,HEALTH CENTER,November,NO,RURAL,4144.0,0.0,671.0,117,1989.0,2.2,Low,911.0,12339.0
PYRA-COMP,PYRA,HEALTH CENTER,August,YES,URBAN,811.0,128.0,494.0,729,479.0,1.0,Critical,459.0,5869.0
ART-SUP,ART,HEALTH CENTER,November,NO,RURAL,359.0,381.0,259.0,94,926.0,4.7,Adequate,199.0,7.0
ACT-INF,ACT,HEALTH CENTER,February,NO,RURAL,1083.0,0.0,96.0,-381,132.0,5.5,Overstock,24.0,91.0
ITN,PREV,HOSPITAL,August,YES,RURAL,86.0,68.0,42.0,261,272.0,19.4,Overstock,14.0,827.0
QUIN,SP,HEALTH CENTER,February,NO,URBAN,112.0,0.0,92.0,117,372.0,2.4,Low,155.0,0.0
ART-SUP,ART,HEALTH CENTER,May,YES,RURAL,23.0,6.0,19.0,157,2.0,2.0,Low,1.0,114.0
PYRA-COMP,PYRA,HEALTH CENTER,May,YES,RURAL,677.0,117.0,194.0,-668,69.0,0.5,Critical,152.0,0.0
ACT-GC,ACT,HOSPITAL,August,YES,RURAL,7.0,0.0,19.0,-52,14.0,2.0,Low,7.0,2.0
QUIN,SP,HEALTH CENTER,November,NO,URBAN,613.0,12.0,410.0,669,376.0,0.9,Critical,408.0,75.0
ACT-AD,ACT,HEALTH CENTER,November,NO,RURAL,119.0,0.0,127.0,-643,30.0,0.2,Critical,149.0,43.0
QUIN,SP,HEALTH CENTER,May,YES,RURAL,77.0,53.0,89.0,959,80.0,0.7,Critical,116.0,220.0
ACT-AD,ACT,HEALTH CENTER,May,YES,RURAL,1108.0,339.0,579.0,279,856.0,1.3,Low,640.0,59.0
QUIN,SP,HEALTH CENTER,November,NO,URBAN,1832.0,0.0,223.0,-86,448.0,1.7,Low,257.0,4.0
ACT-AD,ACT,HEALTH CENTER,February,NO,URBAN,1831.0,48.0,676.0,57,1443.0,2.4,Low,593.0,2866.0
RDT,DIAG,HEALTH CENTER,August,YES,URBAN,80.0,0.0,1.0,-340,3.0,,Unknown,0.0,0.0
ART-SUP,ART,HEALTH CENTER,February,NO,URBAN,131.0,2.0,29.0,504,1048.0,87.3,Overstock,12.0,0.0
RDT,DIAG,HEALTH CENTER,August,YES,URBAN,116.0,1.0,42.0,421,99.0,1.1,Low,93.0,381.0
ITN,PREV,HEALTH CENTER,May,YES,RURAL,106.0,2.0,45.0,349,158.0,4.8,Adequate,33.0,41.0
PYRA-SAC,PYRA,HEALTH CENTER,May,YES,RURAL,1220.0,0.0,30.0,-756,296.0,6.2,Overstock,48.0,0.0
ACT-INF,ACT,HEALTH CENTER,November,NO,URBAN,855.0,26.0,99.0,135,173.0,1.8,Low,94.0,6.0
ACT-INF,ACT,HEALTH CENTER,May,YES,RURAL,1060.0,0.0,248.0,-1208,1215.0,7.1,Overstock,170.0,7.0
QUIN,SP,HEALTH CENTER,August,YES,RURAL,798.0,31.0,112.0,-634,1109.0,16.1,Overstock,69.0,0.0
PYRA-SAC,PYRA,HEALTH CENTER,November,NO,RURAL,149.0,19.0,116.0,512,511.0,6.3,Overstock,81.0,0.0
SP,SP,HEALTH CENTER,February,NO,RURAL,2617.0,0.0,475.0,182,1108.0,1.0,Critical,1084.0,3351.0
PYRA-COMP,PYRA,HOSPITAL,August,YES,RURAL,236.0,125.0,39.0,255,1255.0,39.2,Overstock,32.0,33.0
RDT,DIAG,HEALTH CENTER,May,YES,RURAL,896.0,2.0,238.0,-80,1607.0,15.0,Overstock,107.0,0.0
ACT-SC,ACT,HEALTH CENTER,August,YES,RURAL,147.0,41.0,86.0,-376,261.0,7.7,Overstock,34.0,2.0
PYRA-COMP,PYRA,HEALTH CENTER,February,NO,URBAN,5699.0,114.0,1188.0,688,4321.0,5.2,Overstock,824.0,0.0
ART-INJ,ART,HEALTH CENTER,May,YES,RURAL,1009.0,691.0,586.0,167,1152.0,2.7,Low,424.0,2315.0
ITN,PREV,HEALTH CENTER,May,YES,RURAL,640.0,2.0,18.0,-1056,481.0,80.2,Overstock,6.0,0.0
ITN,PREV,HEALTH CENTER,August,YES,RURAL,452.0,10.0,88.0,-8,538.0,26.9,Overstock,20.0,1410.0
RDT,DIAG,HEALTH CENTER,November,NO,URBAN,744.0,67.0,452.0,-188,147.0,1.7,Low,86.0,622.0
ITN,PREV,HEALTH CENTER,August,YES,RURAL,15.0,3.0,8.0,-111,53.0,3.3,Adequate,16.0,79.0
ITN,PREV,HEALTH CENTER,August,YES,RURAL,1302.0,539.0,670.0,-378,225.0,0.5,Critical,446.0,0.0
SP,SP,HEALTH CENTER,August,YES,URBAN,1285.0,29.0,192.0,323,1468.0,40.8,Overstock,36.0,0.0
ART-INJ,ART,HEALTH CENTER,May,YES,URBAN,291.0,332.0,121.0,-430,715.0,14.0,Overstock,51.0,0.0
ACT-SC,ACT,HEALTH CENTER,February,NO,RURAL,0.0,299.0,10.0,-231,5.0,0.1,Critical,40.0,248.0
PYRA-COMP,PYRA,HOSPITAL,November,NO,RURAL,672.0,43.0,214.0,-336,1330.0,12.5,Overstock,106.0,0.0
ART-SUP,ART,HEALTH CENTER,February,NO,RURAL,53.0,433.0,159.0,231,1163.0,35.2,Overstock,33.0,251.0
ACT-GC,ACT,HEALTH CENTER,May,YES,RURAL,901.0,0.0,65.0,-534,159.0,5.3,Overstock,30.0,95.0
