product_primary_name,processing_periods_name,facility_type_name,beginning_balance,quantity_received,quantity_dispensed,stock_in_hand,quantity_requested,quantity_approved,total_losses_and_adjustments,amc,pack_size,zone,dispensing_unit,diff
ACT-INF,2025-02-01,HEALTH CENTER,1001.0,69.0,270.0,1111.0,,0.0,740,447.0,30,DISTRICT28,BLISTER,0.0
PYRA-COMP,2025-08-01,HEALTH CENTER,789.0,3.0,357.0,113.0,984.0,4622.0,767,149.0,1,DISTRICT23,TABLET,3638.0
ART-INJ,2024-05-01,HEALTH CENTER,293.0,1.0,83.0,234.0,,129.0,257,38.0,5,DISTRICT13,VIAL,129.0
ACT-SC,2025-11-01,HEALTH CENTER,1.0,0.0,0.0,1.0,,0.0,541,0.0,30,DISTRICT17,BLISTER,0.0
QUIN,2025-08-01,HEALTH CENTER,2703.0,0.0,669.0,4313.0,367.0,35.0,363,623.0,1000,DISTRICT9,TABLET,-332.0
PYRA-SAC,2025-08-01,DISTRICT HOSPITAL,809.0,474.0,125.0,1288.0,,0.0,-214,73.0,1,DISTRICT12,SACHET,0.0
RDT,2025-05-01,HEALTH CENTER,144.0,593.0,114.0,1044.0,,140.0,8,59.0,25,DISTRICT3,PIECE,140.0
RDT,2024-02-01,HEALTH CENTER,2178.0,1.0,367.0,770.0,553.0,4.0,453,272.0,25,DISTRICT25,PIECE,-549.0
PYRA-COMP,2025-08-01,HEALTH CENTER,112.0,0.0,30.0,561.0,,0.0,-48,10.0,1,DISTRICT8,TABLET,0.0
ACT-GC,2024-05-01,HEALTH CENTER,905.0,7.0,271.0,1481.0,,0.0,298,78.0,30,DISTRICT17,BLISTER,0.0
ITN,2025-11-01,HEALTH CENTER,693.0,436.0,129.0,1239.0,694.0,73.0,252,37.0,50,DISTRICT26,PIECE,-621.0
ACT-SC,2024-05-01,DISTRICT HOSPITAL,296.0,0.0,116.0,500.0,1151.0,521.0,-864,204.0,30,DISTRICT31,BLISTER,-630.0
ITN,2025-08-01,HEALTH CENTER,402.0,124.0,153.0,267.0,,223.0,224,77.0,50,DISTRICT28,PIECE,223.0
ACT-GC,2025-02-01,HEALTH CENTER,810.0,171.0,715.0,355.0,1902.0,6135.0,343,1067.0,30,DISTRICT32,BLISTER,4233.0
ART-INJ,2025-08-01,HEALTH CENTER,167.0,19.0,117.0,72.0,,12.0,75,74.0,5,DISTRICT35,VIAL,12.0
ACT-INF,2024-05-01,HEALTH CENTER,26.0,2.0,75.0,66.0,,54.0,12,125.0,30,DISTRICT10,BLISTER,54.0
PYRA-SAC,2025-05-01,HEALTH CENTER,8.0,10.0,4.0,85.0,670.0,0.0,944,6.0,1,DISTRICT1,SACHET,-670.0
ART-SUP,2025-05-01,HEALTH CENTER,1201.0,0.0,97.0,151.0,,569.0,92,25.0,2,DISTRICT5,CAPSULE,569.0
PYRA-SAC,2025-11-01,HEALTH CENTER,1232.0,2283.0,392.0,5157.0,,0.0,408,163.0,1,DISTRICT13,SACHET,0.0
RDT,2024-08-01,HEALTH CENTER,3295.0,0.0,299.0,3317.0,,0.0,-84,103.0,25,DISTRICT23,PIECE,0.0
ACT-AD,2025-05-01,HEALTH CENTER,1475.0,0.0,280.0,711.0,,91.0,-474,118.0,30,DISTRICT38,BLISTER,91.0
ITN,2025-02-01,HEALTH CENTER,72.0,34.0,66.0,247.0,,0.0,-578,10.0,50,DISTRICT29,PIECE,0.0
ACT-INF,2024-05-01,HEALTH CENTER,4949.0,0.0,422.0,2271.0,,4.0,-171,261.0,30,DISTRICT4,BLISTER,4.0
ACT-SC,2024-02-01,HEALTH CENTER,14.0,59.0,3.0,65.0,,6.0,-738,0.0,30,DISTRICT22,BLISTER,6.0
SP,2025-05-01,HEALTH CENTER,1283.0,0.0,138.0,10.0,,331.0,65,78.0,1000,DISTRICT27,TABLET,331.0
PYRA-SAC,2025-11-01,HEALTH CENTER,502.0,119.0,35.0,1452.0,,682.0,149,149.0,1,DISTRICT36,SACHET,682.0
ACT-INF,2025-11-01,HEALTH CENTER,2873.0,0.0,529.0,651.0,,2363.0,-206,714.0,30,DISTRICT36,BLISTER,2363.0
ACT-INF,2025-11-01,HEALTH CENTER,761.0,0.0,18.0,747.0,,31.0,381,10.0,30,DISTRICT19,BLISTER,31.0
ART-INJ,2025-05-01,HEALTH CENTER,327.0,529.0,74.0,854.0,574.0,0.0,130,56.0,5,DISTRICT13,VIAL,-574.0
ACT-INF,2024-02-01,HEALTH CENTER,80.0,2.0,46.0,215.0,,22.0,-412,13.0,30,DISTRICT18,BLISTER,22.0
ART-INJ,2024-11-01,HEALTH CENTER,251.0,1.0,89.0,586.0,,1.0,441,136.0,5,DISTRICT23,VIAL,1.0
ACT-AD,2024-02-01,HEALTH CENTER,2066.0,637.0,723.0,3269.0,967.0,0.0,334,502.0,30,DISTRICT33,BLISTER,-967.0
RDT,2025-05-01,HEALTH CENTER,64.0,0.0,132.0,523.0,612.0,176.0,-168,108.0,25,DISTRICT31,PIECE,-436.0
ACT-AD,2024-11-01,HEALTH CENTER,29.0,0.0,53.0,50.0,,37.0,909,24.0,30,DISTRICT33,BLISTER,37.0
RDT,2024-11-01,HEALTH CENTER,63.0,51.0,90.0,16.0,,3970.0,57,66.0,25,DISTRICT19,PIECE,3970.0
ART-INJ,2025-08-01,HEALTH CENTER,2431.0,0.0,559.0,642.0,,205.0,448,403.0,5,DISTRICT16,VIAL,205.0
QUIN,2024-02-01,HEALTH CENTER,50.0,37.0,41.0,188.0,,1670.0,642,12.0,1000,DISTRICT20,TABLET,1670.0
ACT-AD,2025-02-01,HEALTH CENTER,690.0,0.0,87.0,342.0,,0.0,669,6.0,30,DISTRICT9,BLISTER,0.0
ACT-SC,2025-05-01,HEALTH CENTER,463.0,398.0,220.0,1173.0,,126.0,-158,336.0,30,DISTRICT5,BLISTER,126.0
ITN,2025-11-01,HEALTH CENTER,0.0,150.0,5.0,29.0,,82.0,271,4.0,50,DISTRICT13,PIECE,82.0
PYRA-SAC,2025-11-01,HEALTH CENTER,1088.0,204.0,298.0,489.0,,0.0,196,170.0,1,DISTRICT29,SACHET,0.0
ART-INJ,2025-11-01,HEALTH CENTER,7155.0,14.0,900.0,2593.0,,185.0,-840,845.0,5,DISTRICT11,VIAL,185.0
ACT-AD,2024-02-01,HEALTH CENTER,1297.0,4.0,660.0,380.0,,2001.0,-106,632.0,30,DISTRICT1,BLISTER,2001.0
SP,2024-08-01,HEALTH CENTER,39.0,32.0,4.0,194.0,,0.0,-284,1.0,1000,DISTRICT27,TABLET,0.0
PYRA-COMP,2025-05-01,HEALTH CENTER,53.0,75.0,99.0,346.0,,0.0,-353,47.0,1,DISTRICT25,TABLET,0.0
ACT-INF,2025-02-01,HEALTH CENTER,877.0,0.0,200.0,113.0,535.0,0.0,239,133.0,30,DISTRICT15,BLISTER,-535.0
ART-SUP,2025-08-01,HEALTH CENTER,180.0,290.0,218.0,376.0,,24.0,-107,136.0,2,DISTRICT37,CAPSULE,24.0
RDT,2025-05-01,DISTRICT HOSPITAL,583.0,235.0,147.0,920.0,,451.0,-119,97.0,25,DISTRICT29,PIECE,451.0
ART-SUP,2024-05-01,HEALTH CENTER,55.0,1370.0,183.0,243.0,,3453.0,280,188.0,2,DISTRICT31,CAPSULE,3453.0
SP,2025-08-01,DISTRICT HOSPITAL,579.0,0.0,96.0,55.0,374.0,0.0,-385,32.0,1000,DISTRICT9,TABLET,-374.0
ITN,2025-08-01,HEALTH CENTER,424.0,41.0,159.0,1348.0,,0.0,168,310.0,50,DISTRICT31,PIECE,0.0
ITN,2025-11-01,DISTRICT HOSPITAL,1357.0,7.0,422.0,2082.0,,282.0,741,774.0,50,DISTRICT25,PIECE,282.0
ART-INJ,2024-08-01,HEALTH CENTER,978.0,28.0,577.0,1486.0,,127.0,185,290.0,5,DISTRICT29,VIAL,127.0
QUIN,2024-11-01,HEALTH CENTER,1257.0,1335.0,650.0,1823.0,1300.0,37.0,-376,142.0,1000,DISTRICT14,TABLET,-1263.0
ACT-INF,2024-11-01,HEALTH CENTER,574.0,0.0,136.0,680.0,,0.0,713,50.0,30,DISTRICT24,BLISTER,0.0
QUIN,2024-02-01,HEALTH CENTER,1448.0,2473.0,1096.0,2363.0,,656.0,-381,1553.0,1000,DISTRICT20,TABLET,656.0
ACT-GC,2024-08-01,HEALTH CENTER,231.0,9.0,21.0,130.0,,0.0,-432,19.0,30,DISTRICT31,BLISTER,0.0
ACT-SC,2025-05-01,HEALTH CENTER,1210.0,0.0,174.0,629.0,,23.0,-72,135.0,30,DISTRICT38,BLISTER,23.0
ACT-GC,2025-02-01,HEALTH CENTER,10429.0,46.0,1767.0,8818.0,,96.0,233,2101.0,30,DISTRICT32,BLISTER,96.0
ACT-GC,2024-02-01,HEALTH CENTER,13.0,0.0,70.0,52.0,,11.0,-36,24.0,30,DISTRICT6,BLISTER,11.0
ART-SUP,2025-05-01,HEALTH CENTER,59.0,444.0,46.0,18.0,,175.0,369,2.0,2,DISTRICT5,CAPSULE,175.0
RDT,2024-02-01,HEALTH CENTER,58.0,209.0,58.0,122.0,,637.0,-225,54.0,25,DISTRICT8,PIECE,637.0
ART-SUP,2025-02-01,HEALTH CENTER,1742.0,1.0,163.0,1850.0,1234.0,0.0,-905,100.0,2,DISTRICT10,CAPSULE,-1234.0
ACT-SC,2024-08-01,HEALTH CENTER,1287.0,3.0,719.0,2064.0,1087.0,877.0,-1,513.0,30,DISTRICT17,BLISTER,-210.0
RDT,2024-02-01,HEALTH CENTER,890.0,2950.0,397.0,1569.0,,956.0,32,248.0,25,DISTRICT24,PIECE,956.0
ACT-INF,2024-11-01,HEALTH CENTER,999.0,488.0,850.0,1993.0,,231.0,-260,1034.0,30,DISTRICT15,BLISTER,231.0
RDT,2024-02-01,HEALTH CENTER,5783.0,1.0,528.0,3722.0,,63.0,-159,432.0,25,DISTRICT31,PIECE,63.0
RDT,2024-08-01,HEALTH CENTER,2176.0,6.0,199.0,549.0,1365.0,0.0,-1051,79.0,25,DISTRICT3,PIECE,-1365.0
ACT-SC,2024-02-01,DISTRICT HOSPITAL,2678.0,0.0,1190.0,849.0,,521.0,203,1693.0,30,DISTRICT2,BLISTER,521.0
ACT-GC,2025-02-01,HEALTH CENTER,512.0,172.0,396.0,1023.0,,225.0,-336,106.0,30,DISTRICT15,BLISTER,225.0
PYRA-COMP,2024-08-01,DISTRICT HOSPITAL,184.0,24.0,326.0,127.0,,2.0,-503,151.0,1,DISTRICT9,TABLET,2.0
ACT-AD,2024-11-01,HEALTH CENTER,323.0,152.0,326.0,441.0,,83.0,164,170.0,30,DISTRICT19,BLISTER,83.0
SP,2024-02-01,HEALTH CENTER,1548.0,685.0,776.0,1566.0,,494.0,-371,247.0,1000,DISTRICT23,TABLET,494.0
PYRA-COMP,2024-11-01,HEALTH CENTER,2235.0,0.0,742.0,1679.0,,10941.0,467,558.0,1,DISTRICT20,TABLET,10941.0
ACT-GC,2024-08-01,HEALTH CENTER,395.0,0.0,276.0,38.0,,16.0,-584,106.0,30,DISTRICT10,BLISTER,16.0
PYRA-COMP,2024-08-01,HEALTH CENTER,4894.0,1882.0,982.0,4500.0,,19.0,-219,783.0,1,DISTRICT31,TABLET,19.0
SP,2024-08-01,HEALTH CENTER,2677.0,1.0,189.0,1694.0,,0.0,-564,264.0,1000,DISTRICT15,TABLET,0.0
PYRA-COMP,2024-02-01,HEALTH CENTER,109.0,2.0,6.0,344.0,1114.0,1477.0,-634,22.0,1,DISTRICT23,TABLET,363.0
RDT,2024-02-01,DISTRICT HOSPITAL,1815.0,8.0,104.0,1552.0,,0.0,-418,333.0,25,DISTRICT29,PIECE,0.0
SP,2024-11-01,HEALTH CENTER,747.0,4.0,560.0,1787.0,,34.0,399,716.0,1000,DISTRICT36,TABLET,34.0
RDT,2024-05-01,HEALTH CENTER,930.0,24.0,180.0,982.0,,642.0,105,69.0,25,DISTRICT24,PIECE,642.0
QUIN,2024-08-01,HEALTH CENTER,6554.0,86.0,794.0,3083.0,,217.0,-477,567.0,1000,DISTRICT25,TABLET,217.0
ACT-GC,2024-05-01,HEALTH CENTER,304.0,0.0,198.0,29.0,,1290.0,-445,114.0,30,DISTRICT37,BLISTER,1290.0
ART-SUP,2024-11-01,HEALTH CENTER,301.0,0.0,147.0,265.0,,55.0,34,90.0,2,DISTRICT36,CAPSULE,55.0
PYRA-COMP,2025-05-01,HEALTH CENTER,1243.0,1139.0,578.0,3084.0,,30.0,-615,731.0,1,DISTRICT17,TABLET,30.0
QUIN,2024-05-01,HEALTH CENTER,20.0,0.0,5.0,101.0,278.0,2.0,98,0.0,1000,DISTRICT15,TABLET,-276.0
ART-INJ,2024-11-01,HEALTH CENTER,2312.0,0.0,269.0,2000.0,213.0,253.0,-710,371.0,5,DISTRICT25,VIAL,40.0
ART-INJ,2024-05-01,HEALTH CENTER,74.0,380.0,294.0,683.0,,47.0,-50,590.0,5,DISTRICT15,VIAL,47.0
ART-SUP,2025-02-01,REGIONAL HOSPITAL,1238.0,511.0,133.0,1335.0,,0.0,-912,59.0,2,DISTRICT12,CAPSULE,0.0
ACT-AD,2025-08-01,HEALTH CENTER,900.0,3.0,390.0,390.0,,106.0,-120,300.0,30,DISTRICT9,BLISTER,106.0
ART-INJ,2025-05-01,HEALTH CENTER,139.0,515.0,21.0,954.0,264.0,0.0,-724,0.0,5,DISTRICT28,VIAL,-264.0
QUIN,2024-05-01,HEALTH CENTER,1465.0,45.0,434.0,1101.0,1908.0,8.0,-99,115.0,1000,DISTRICT32,TABLET,-1900.0
ACT-SC,2025-02-01,HEALTH CENTER,1072.0,9.0,135.0,380.0,,3298.0,466,12.0,30,DISTRICT29,BLISTER,3298.0
SP,2025-05-01,HEALTH CENTER,292.0,8.0,65.0,51.0,,0.0,-184,3.0,1000,DISTRICT32,TABLET,0.0
ART-SUP,2025-05-01,HEALTH CENTER,1827.0,99.0,407.0,2982.0,,2.0,542,555.0,2,DISTRICT23,CAPSULE,2.0
ACT-INF,2024-05-01,HEALTH CENTER,1256.0,182.0,421.0,1144.0,319.0,0.0,-100,674.0,30,DISTRICT17,BLISTER,-319.0
SP,2024-08-01,HEALTH CENTER,294.0,10.0,98.0,301.0,,4.0,-362,126.0,1000,DISTRICT33,TABLET,4.0
ITN,2025-08-01,HEALTH CENTER,815.0,388.0,254.0,2131.0,748.0,30.0,-70,254.0,50,DISTRICT11,PIECE,-718.0
ART-SUP,2024-11-01,HEALTH CENTER,201.0,0.0,39.0,160.0,,0.0,56,11.0,2,DISTRICT30,CAPSULE,0.0
QUIN,2024-11-01,HEALTH CENTER,304.0,1.0,599.0,1152.0,902.0,2.0,-245,394.0,1000,DISTRICT20,TABLET,-900.0
ACT-INF,2024-05-01,HEALTH CENTER,1423.0,2.0,365.0,3905.0,,97.0,-47,363.0,30,DISTRICT5,BLISTER,97.0
PYRA-COMP,2025-08-01,HEALTH CENTER,239.0,421.0,661.0,2072.0,,3.0,-205,545.0,1,DISTRICT13,TABLET,3.0
ACT-INF,2024-08-01,HEALTH CENTER,155.0,1440.0,438.0,1013.0,,10.0,209,90.0,30,DISTRICT20,BLISTER,10.0
ACT-SC,2024-05-01,HEALTH CENTER,304.0,13.0,214.0,385.0,,108.0,269,263.0,30,DISTRICT4,BLISTER,108.0
ITN,2025-05-01,HEALTH CENTER,1453.0,21.0,150.0,369.0,,2062.0,108,111.0,50,DISTRICT6,PIECE,2062.0
ITN,2025-08-01,HEALTH CENTER,6913.0,66.0,721.0,2237.0,,665.0,-328,250.0,50,DISTRICT38,PIECE,665.0
SP,2024-02-01,HEALTH CENTER,422.0,0.0,288.0,158.0,,1762.0,-87,180.0,1000,DISTRICT6,TABLET,1762.0
ITN,2024-11-01,HEALTH CENTER,1351.0,4.0,148.0,765.0,,118.0,-24,123.0,50,DISTRICT20,PIECE,118.0
ITN,2025-11-01,HEALTH CENTER,5.0,0.0,9.0,19.0,,83.0,412,1.0,50,DISTRICT30,PIECE,83.0
RDT,2025-08-01,HEALTH CENTER,1345.0,0.0,618.0,904.0,,12.0,-429,166.0,25,DISTRICT6,PIECE,12.0
SP,2024-05-01,HEALTH CENTER,363.0,0.0,162.0,513.0,,496.0,-371,124.0,1000,DISTRICT32,TABLET,496.0
ACT-AD,2025-11-01,HEALTH CENTER,407.0,8.0,261.0,449.0,91.0,0.0,378,55.0,30,DISTRICT28,BLISTER,-91.0
ITN,2025-02-01,HEALTH CENTER,314.0,1384.0,75.0,1462.0,439.0,3388.0,292,300.0,50,DISTRICT1,PIECE,2949.0
PYRA-SAC,2025-08-01,HEALTH CENTER,2630.0,1.0,855.0,1391.0,,6546.0,-218,571.0,1,DISTRICT4,SACHET,6546.0
SP,2024-08-01,HEALTH CENTER,1449.0,13.0,270.0,949.0,445.0,0.0,417,217.0,1000,DISTRICT6,TABLET,-445.0
ACT-SC,2024-02-01,DISTRICT HOSPITAL,3.0,146.0,3.0,82.0,1183.0,10.0,-145,3.0,30,DISTRICT18,BLISTER,-1173.0
QUIN,2024-11-01,HEALTH CENTER,522.0,1.0,51.0,1140.0,213.0,0.0,581,24.0,1000,DISTRICT35,TABLET,-213.0
QUIN,2025-05-01,HEALTH CENTER,21.0,0.0,1.0,41.0,,0.0,601,0.0,1000,DISTRICT31,TABLET,0.0
ART-INJ,2025-05-01,HEALTH CENTER,1317.0,17.0,379.0,250.0,,1173.0,27,630.0,5,DISTRICT9,VIAL,1173.0
PYRA-SAC,2024-11-01,HEALTH CENTER,64.0,733.0,49.0,53.0,,21.0,346,46.0,1,DISTRICT2,SACHET,21.0
ART-INJ,2025-02-01,HEALTH CENTER,35.0,0.0,9.0,19.0,,0.0,-221,1.0,5,DISTRICT20,VIAL,0.0
ACT-INF,2024-08-01,HEALTH CENTER,230.0,0.0,32.0,62.0,,0.0,7,1.0,30,DISTRICT20,BLISTER,0.0
RDT,2024-11-01,HEALTH CENTER,1097.0,87.0,824.0,2052.0,1333.0,155.0,318,502.0,25,DISTRICT19,PIECE,-1178.0
ACT-INF,2025-02-01,DISTRICT HOSPITAL,24.0,0.0,6.0,19.0,,0.0,-413,1.0,30,DISTRICT30,BLISTER,0.0
RDT,2025-11-01,HEALTH CENTER,203.0,316.0,493.0,329.0,1815.0,2236.0,605,299.0,25,DISTRICT7,PIECE,421.0
ACT-INF,2024-02-01,HEALTH CENTER,382.0,151.0,40.0,553.0,,60.0,159,19.0,30,DISTRICT10,BLISTER,60.0
ACT-GC,2024-11-01,HEALTH CENTER,378.0,13.0,37.0,181.0,788.0,2307.0,-246,33.0,30,DISTRICT28,BLISTER,1519.0
ART-INJ,2025-11-01,HEALTH CENTER,1504.0,32.0,550.0,1980.0,,3063.0,-372,638.0,5,DISTRICT29,VIAL,3063.0
ACT-GC,2024-05-01,HEALTH CENTER,1.0,9.0,13.0,6.0,,0.0,598,1.0,30,DISTRICT5,BLISTER,0.0
RDT,2025-02-01,HEALTH CENTER,2028.0,539.0,481.0,727.0,1039.0,332.0,-226,449.0,25,DISTRICT15,PIECE,-707.0
ACT-INF,2025-05-01,HEALTH CENTER,25.0,4.0,11.0,37.0,710.0,0.0,-120,7.0,30,DISTRICT26,BLISTER,-710.0
PYRA-SAC,2025-05-01,HEALTH CENTER,578.0,557.0,211.0,2048.0,760.0,20.0,803,20.0,1,DISTRICT29,SACHET,-740.0
RDT,2025-05-01,HEALTH CENTER,351.0,0.0,54.0,878.0,,7.0,-351,55.0,25,DISTRICT26,PIECE,7.0
ACT-AD,2025-08-01,HEALTH CENTER,322.0,0.0,101.0,498.0,534.0,4.0,76,134.0,30,DISTRICT1,BLISTER,-530.0
RDT,2025-02-01,DISTRICT HOSPITAL,1402.0,616.0,846.0,2828.0,545.0,1297.0,972,1490.0,25,DISTRICT32,PIECE,752.0
PYRA-SAC,2024-11-01,HEALTH CENTER,11.0,156.0,24.0,238.0,,0.0,-285,0.0,1,DISTRICT33,SACHET,0.0
RDT,2024-11-01,DISTRICT HOSPITAL,391.0,20.0,241.0,1196.0,,1004.0,162,622.0,25,DISTRICT24,PIECE,1004.0
ACT-SC,2024-11-01,HEALTH CENTER,133.0,0.0,37.0,139.0,,130.0,-138,14.0,30,DISTRICT18,BLISTER,130.0
ACT-INF,2024-08-01,HEALTH CENTER,1905.0,0.0,235.0,674.0,,2.0,-207,100.0,30,DISTRICT20,BLISTER,2.0
SP,2025-11-01,HEALTH CENTER,5314.0,124.0,1888.0,4665.0,,1595.0,-229,1064.0,1000,DISTRICT18,TABLET,1595.0
SP,2025-05-01,HEALTH CENTER,2100.0,13.0,661.0,1716.0,,9562.0,69,1107.0,1000,DISTRICT38,TABLET,9562.0
ACT-INF,2024-11-01,HEALTH CENTER,4033.0,0.0,807.0,1991.0,,57.0,244,537.0,30,DISTRICT5,BLISTER,57.0
ART-SUP,2025-02-01,HEALTH CENTER,96.0,0.0,48.0,127.0,,29.0,157,93.0,2,DISTRICT33,CAPSULE,29.0
ACT-GC,2024-02-01,HEALTH CENTER,1432.0,795.0,462.0,1781.0,1208.0,408.0,66,554.0,30,DISTRICT18,BLISTER,-800.0
ACT-GC,2024-11-01,DISTRICT HOSPITAL,631.0,511.0,791.0,1121.0,,293.0,-626,436.0,30,DISTRICT36,BLISTER,293.0
SP,2024-11-01,HEALTH CENTER,111.0,0.0,10.0,13.0,,197.0,575,4.0,1000,DISTRICT12,TABLET,197.0
PYRA-COMP,2024-02-01,HEALTH CENTER,1086.0,980.0,144.0,1378.0,,1.0,-571,78.0,1,DISTRICT1,TABLET,1.0
QUIN,2024-08-01,HEALTH CENTER,166.0,11.0,319.0,242.0,106.0,29.0,599,564.0,1000,DISTRICT19,TABLET,-77.0
PYRA-COMP,2025-05-01,HEALTH CENTER,1710.0,2.0,491.0,1960.0,463.0,117.0,-102,352.0,1,DISTRICT13,TABLET,-346.0
ITN,2025-08-01,HEALTH CENTER,1633.0,549.0,478.0,712.0,,2351.0,-395,301.0,50,DISTRICT31,PIECE,2351.0
PYRA-SAC,2024-05-01,HEALTH CENTER,70.0,16.0,97.0,86.0,,552.0,214,148.0,1,DISTRICT10,SACHET,552.0
PYRA-COMP,2024-11-01,HEALTH CENTER,519.0,0.0,111.0,560.0,636.0,261.0,603,71.0,1,DISTRICT28,TABLET,-375.0
QUIN,2025-11-01,HEALTH CENTER,442.0,0.0,140.0,304.0,,1799.0,-259,58.0,1000,DISTRICT15,TABLET,1799.0
ITN,2024-11-01,HEALTH CENTER,312.0,0.0,5.0,125.0,17.0,0.0,-234,9.0,50,DISTRICT31,PIECE,-17.0
RDT,2024-11-01,HEALTH CENTER,264.0,33.0,79.0,69.0,1532.0,6719.0,-124,162.0,25,DISTRICT28,PIECE,5187.0
ACT-GC,2025-02-01,HEALTH CENTER,478.0,86.0,99.0,660.0,461.0,69.0,-219,25.0,30,DISTRICT2,BLISTER,-392.0
ITN,2025-05-01,HEALTH CENTER,81.0,2.0,38.0,58.0,,9.0,695,75.0,50,DISTRICT20,PIECE,9.0
PYRA-COMP,2025-11-01,HEALTH CENTER,1289.0,0.0,161.0,822.0,,1.0,-482,61.0,1,DISTRICT28,TABLET,1.0
QUIN,2025-05-01,HEALTH CENTER,1636.0,4.0,83.0,755.0,938.0,0.0,-209,25.0,1000,DISTRICT7,TABLET,-938.0
ITN,2024-08-01,HEALTH CENTER,671.0,9.0,48.0,560.0,,2.0,43,18.0,50,DISTRICT29,PIECE,2.0
ACT-GC,2024-02-01,DISTRICT HOSPITAL,126.0,14.0,288.0,484.0,,1027.0,-104,88.0,30,DISTRICT3,BLISTER,1027.0
QUIN,2025-02-01,HEALTH CENTER,905.0,0.0,28.0,341.0,,1.0,-136,10.0,1000,DISTRICT13,TABLET,1.0
ACT-INF,2025-08-01,HEALTH CENTER,3333.0,25.0,326.0,1322.0,,222.0,-114,350.0,30,DISTRICT31,BLISTER,222.0
ACT-GC,2025-08-01,HEALTH CENTER,1267.0,824.0,95.0,1986.0,,0.0,-1505,12.0,30,DISTRICT33,BLISTER,0.0
PYRA-SAC,2025-08-01,HEALTH CENTER,719.0,1147.0,266.0,2118.0,,0.0,435,118.0,1,DISTRICT23,SACHET,0.0
ACT-AD,2024-08-01,HEALTH CENTER,1112.0,1.0,228.0,1661.0,,0.0,127,6.0,30,DISTRICT16,BLISTER,0.0
ACT-SC,2025-02-01,HEALTH CENTER,1014.0,455.0,1367.0,2326.0,,2.0,-189,808.0,30,DISTRICT36,BLISTER,2.0
ACT-GC,2025-08-01,HEALTH CENTER,82.0,1.0,54.0,220.0,,0.0,137,6.0,30,DISTRICT10,BLISTER,0.0
SP,2024-11-01,HEALTH CENTER,1134.0,0.0,113.0,157.0,,1.0,-709,5.0,1000,DISTRICT31,TABLET,1.0
ART-INJ,2025-11-01,HEALTH CENTER,389.0,4.0,57.0,499.0,,0.0,1186,44.0,5,DISTRICT9,VIAL,0.0
ACT-SC,2025-11-01,HEALTH CENTER,371.0,0.0,150.0,146.0,,44.0,-957,111.0,30,DISTRICT13,BLISTER,44.0
ACT-INF,2024-08-01,HEALTH CENTER,1559.0,0.0,350.0,337.0,1097.0,528.0,48,307.0,30,DISTRICT10,BLISTER,-569.0
QUIN,2025-11-01,HEALTH CENTER,169.0,265.0,102.0,620.0,,0.0,-428,107.0,1000,DISTRICT7,TABLET,0.0
RDT,2024-08-01,HEALTH CENTER,392.0,0.0,51.0,118.0,,0.0,214,35.0,25,DISTRICT29,PIECE,0.0
QUIN,2024-11-01,HEALTH CENTER,1815.0,35.0,296.0,1548.0,,344.0,48,913.0,1000,DISTRICT19,TABLET,344.0
SP,2025-08-01,HEALTH CENTER,1157.0,0.0,31.0,348.0,,1.0,155,8.0,1000,DISTRICT36,TABLET,1.0
SP,2025-11-01,HEALTH CENTER,72.0,0.0,17.0,72.0,,0.0,-154,0.0,1000,DISTRICT28,TABLET,0.0
ACT-SC,2025-05-01,HEALTH CENTER,338.0,61.0,35.0,58.0,750.0,37.0,760,7.0,30,DISTRICT35,BLISTER,-713.0
ACT-INF,2024-08-01,HEALTH CENTER,420.0,24.0,526.0,647.0,,715.0,521,655.0,30,DISTRICT26,BLISTER,715.0
ACT-GC,2025-02-01,HEALTH CENTER,289.0,1334.0,329.0,1097.0,,1575.0,381,561.0,30,DISTRICT15,BLISTER,1575.0
ITN,2024-05-01,HEALTH CENTER,234.0,0.0,31.0,122.0,,0.0,-416,1.0,50,DISTRICT20,PIECE,0.0
ART-SUP,2024-11-01,HEALTH CENTER,773.0,1525.0,728.0,3252.0,,0.0,46,832.0,2,DISTRICT29,CAPSULE,0.0
ART-INJ,2025-02-01,HEALTH CENTER,82.0,44.0,135.0,82.0,,2.0,33,121.0,5,DISTRICT10,VIAL,2.0
ART-SUP,2024-08-01,HEALTH CENTER,119.0,50.0,45.0,321.0,1040.0,332.0,104,12.0,2,DISTRICT25,CAPSULE,-708.0
ITN,2024-08-01,HEALTH CENTER,2127.0,121.0,175.0,1991.0,,0.0,141,139.0,50,DISTRICT24,PIECE,0.0
ITN,2024-02-01,HEALTH CENTER,3216.0,12.0,116.0,2462.0,,62.0,93,53.0,50,DISTRICT25,PIECE,62.0
PYRA-SAC,2024-05-01,HEALTH CENTER,3625.0,896.0,747.0,3732.0,751.0,0.0,-124,253.0,1,DISTRICT32,SACHET,-751.0
ACT-AD,2024-05-01,HEALTH CENTER,2270.0,32.0,46.0,553.0,369.0,26.0,-205,20.0,30,DISTRICT19,BLISTER,-343.0
PYRA-COMP,2024-02-01,HEALTH CENTER,228.0,21.0,119.0,366.0,,53.0,43,85.0,1,DISTRICT35,TABLET,53.0
ACT-AD,2025-08-01,HEALTH CENTER,2186.0,297.0,639.0,2634.0,,0.0,-390,998.0,30,DISTRICT13,BLISTER,0.0
