,beginning_balance,quantity_received,quantity_dispensed,total_losses_and_adjustments,stock_in_hand,months_of_stock,amc,product_group_ART,product_group_DIAG,product_group_PREV,product_group_PYRA,product_group_SP,facility_type_HOSPITAL,reporting_month_February,reporting_month_May,reporting_month_November,zone_type_URBAN,High_Transmission_Preparation_YES,stock_status_Critical,stock_status_Low,stock_status_Overstock,stock_status_Stockout
5722,430.0,58.0,60.0,218,713.0,27.4,26.0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0
3012,433.0,1.0,2.0,-411,263.0,263.0,1.0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
3547,4376.0,7.0,852.0,-593,2657.0,3.9,686.0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0
2174,5697.0,247.0,364.0,362,3232.0,35.9,90.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
6490,1366.0,364.0,296.0,-980,918.0,3.0,305.0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0
6285,2393.0,199.0,467.0,433,3530.0,12.3,286.0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0
8091,710.0,52.0,62.0,-335,832.0,69.3,12.0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
3732,532.0,44.0,290.0,-526,598.0,2.3,261.0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
3916,1316.0,1559.0,218.0,-374,1914.0,14.1,136.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
7010,2349.0,0.0,133.0,-623,2067.0,13.2,157.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
8309,187.0,17.0,1.0,295,59.0,59.0,1.0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
7385,172.0,140.0,311.0,588,339.0,1.3,271.0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
2163,3067.0,2366.0,857.0,-135,5616.0,5.1,1101.0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0
6562,2563.0,0.0,343.0,-569,1099.0,3.8,291.0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
780,230.0,0.0,55.0,70,35.0,0.7,50.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
1220,566.0,57.0,117.0,291,1190.0,56.7,21.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
5326,33.0,19.0,22.0,378,299.0,17.6,17.0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
5518,794.0,2.0,288.0,-298,442.0,2.4,184.0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
4072,51.0,0.0,52.0,-288,45.0,0.3,134.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
3828,341.0,225.0,11.0,145,633.0,57.5,11.0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0
7723,171.0,149.0,171.0,-163,277.0,1.4,200.0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0
4604,83.0,0.0,76.0,870,141.0,1.5,93.0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0
4030,160.0,43.0,406.0,259,570.0,2.9,199.0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0
1919,2407.0,1044.0,562.0,856,6112.0,13.1,465.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
240,978.0,28.0,577.0,185,1486.0,5.1,290.0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
2493,111.0,1.0,134.0,-522,237.0,4.0,60.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4276,2923.0,37.0,515.0,-130,2334.0,4.3,549.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2141,1229.0,42.0,265.0,-17,1201.0,4.9,246.0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
7260,1405.0,0.0,403.0,-447,408.0,1.2,334.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
6922,270.0,0.0,13.0,-533,3.0,3.0,1.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
4240,684.0,6.0,73.0,111,560.0,37.3,15.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
4220,4265.0,6.0,617.0,773,3204.0,4.5,711.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
7438,3978.0,64.0,835.0,-13,5029.0,11.7,429.0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
3993,6993.0,30.0,2325.0,-401,2128.0,1.0,2196.0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0
755,91.0,320.0,80.0,-470,423.0,4.7,90.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
7745,457.0,30.0,75.0,-163,375.0,18.8,20.0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0
1415,315.0,0.0,187.0,104,395.0,7.1,56.0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
7787,925.0,362.0,155.0,262,599.0,8.1,74.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
6928,218.0,1.0,26.0,312,178.0,35.6,5.0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0
8705,33.0,53.0,47.0,107,2.0,0.2,8.0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0
4623,4723.0,142.0,481.0,647,2767.0,9.0,306.0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0
717,217.0,4.0,74.0,-323,119.0,4.1,29.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
4681,3869.0,0.0,1079.0,-138,3136.0,2.4,1327.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
4467,40.0,8.0,10.0,221,57.0,28.5,2.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1733,9.0,71.0,36.0,617,25.0,0.8,32.0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
2170,1617.0,7.0,41.0,-362,248.0,3.8,66.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2635,996.0,0.0,67.0,135,822.0,137.0,6.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2883,1354.0,47.0,355.0,-59,1497.0,6.2,242.0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0
1156,1182.0,736.0,132.0,-535,706.0,5.6,126.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
5046,1.0,107.0,0.0,-300,3.0,3.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
4144,174.0,0.0,237.0,25,136.0,0.9,144.0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
2159,2332.0,659.0,468.0,626,2687.0,9.2,291.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
5610,9.0,0.0,6.0,-119,10.0,2.5,4.0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
7522,13.0,1.0,6.0,86,15.0,7.5,2.0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
6844,602.0,41.0,216.0,-415,1142.0,5.5,206.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
7236,2816.0,1445.0,969.0,156,3964.0,4.4,909.0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
5898,3532.0,25.0,661.0,410,2729.0,6.6,415.0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
4355,5326.0,201.0,1470.0,197,4652.0,2.1,2262.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
5443,346.0,130.0,580.0,-443,415.0,1.7,249.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
6194,544.0,62.0,319.0,-220,625.0,2.2,287.0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
3159,2580.0,172.0,545.0,-172,1246.0,4.5,278.0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
3779,1383.0,25.0,276.0,-364,690.0,1.6,426.0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
1714,4.0,106.0,18.0,717,82.0,5.9,14.0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0
2398,293.0,16.0,101.0,537,580.0,5.5,105.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4534,5339.0,16.0,1025.0,865,4177.0,4.5,935.0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
5416,2597.0,37.0,649.0,-448,2288.0,5.5,416.0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
4897,12.0,0.0,63.0,191,19.0,1.7,11.0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
4362,13.0,163.0,13.0,560,42.0,3.8,11.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1240,600.0,4.0,70.0,72,396.0,4.4,91.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3328,1265.0,4.0,36.0,-79,918.0,45.9,20.0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
1469,868.0,0.0,737.0,593,288.0,0.4,673.0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
8353,1359.0,29.0,182.0,39,647.0,1.2,556.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2151,185.0,0.0,137.0,64,157.0,0.9,174.0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
3220,144.0,3.0,198.0,171,293.0,6.2,47.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
3003,1206.0,1.0,361.0,-706,1166.0,3.2,369.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
6256,1677.0,527.0,462.0,367,1692.0,4.9,342.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2439,323.0,4.0,191.0,-530,133.0,2.2,61.0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0
1333,226.0,0.0,68.0,-420,1099.0,27.5,40.0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
5652,283.0,0.0,34.0,-387,34.0,17.0,2.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4077,4300.0,784.0,1534.0,355,4665.0,2.1,2188.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
860,410.0,182.0,229.0,1110,537.0,10.3,52.0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
2405,908.0,0.0,141.0,440,1483.0,11.7,127.0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0
120,323.0,0.0,32.0,331,29.0,7.2,4.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
707,225.0,159.0,74.0,430,969.0,10.3,94.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
8695,175.0,1.0,46.0,66,15.0,0.3,43.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
1498,255.0,2.0,57.0,160,298.0,4.7,63.0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
8273,2045.0,0.0,156.0,-406,867.0,6.8,128.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
4903,485.0,0.0,50.0,-411,135.0,5.0,27.0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
6378,2270.0,168.0,528.0,-634,2053.0,2.5,818.0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
6864,1460.0,0.0,293.0,756,1074.0,2.7,396.0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0
6017,4674.0,6.0,1083.0,-878,3216.0,4.0,808.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6789,5.0,0.0,7.0,-406,6.0,0.9,7.0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
3208,321.0,186.0,321.0,178,615.0,1.7,353.0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
1780,1467.0,0.0,198.0,-257,148.0,8.7,17.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
2805,237.0,165.0,240.0,482,477.0,1.6,290.0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
4711,147.0,123.0,171.0,-956,215.0,0.9,231.0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
7418,443.0,0.0,276.0,316,43.0,0.6,67.0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
6197,2986.0,250.0,334.0,101,3397.0,7.8,434.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0
3045,1088.0,1.0,571.0,-250,651.0,0.6,1024.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
8148,846.0,1.0,249.0,393,236.0,6.2,38.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
5793,122.0,46.0,34.0,589,150.0,8.8,17.0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
8689,3192.0,1.0,428.0,-191,2341.0,8.6,272.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
2125,287.0,64.0,52.0,-98,38.0,4.2,9.0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0
5691,715.0,1.0,292.0,8,1190.0,6.4,187.0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
3589,956.0,114.0,228.0,437,1515.0,13.9,109.0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
5521,932.0,3.0,95.0,-445,1412.0,128.4,11.0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0
7885,75.0,38.0,130.0,-224,172.0,1.5,113.0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0
7516,709.0,9.0,199.0,-149,294.0,4.5,65.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
3355,167.0,0.0,17.0,-232,80.0,40.0,2.0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
5530,2650.0,48.0,563.0,-590,1399.0,3.0,467.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2614,2082.0,466.0,517.0,252,3688.0,18.1,204.0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0
6729,41.0,236.0,15.0,129,101.0,16.8,6.0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0
6627,2582.0,5.0,674.0,-358,1815.0,3.5,520.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2568,3397.0,31.0,950.0,167,2548.0,16.2,157.0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0
1943,10.0,69.0,12.0,339,38.0,9.5,4.0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
4040,1680.0,5.0,239.0,-891,1052.0,3.8,275.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1762,521.0,105.0,174.0,-206,716.0,23.9,30.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
17,3461.0,0.0,827.0,-234,2041.0,2.5,802.0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0
1999,73.0,0.0,73.0,533,239.0,7.5,32.0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0
5460,265.0,0.0,253.0,279,180.0,1.0,174.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
3853,2928.0,0.0,440.0,170,2223.0,6.4,348.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
7151,1594.0,0.0,257.0,-192,1422.0,3.8,372.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3140,120.0,2.0,93.0,-46,138.0,15.3,9.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
7775,180.0,53.0,74.0,-229,181.0,4.0,45.0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
6442,3569.0,957.0,1574.0,970,2493.0,1.1,2222.0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
8494,1016.0,53.0,148.0,-547,562.0,3.3,168.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2549,59.0,0.0,5.0,258,113.0,28.2,4.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
7989,806.0,7.0,515.0,-134,608.0,2.4,256.0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
1075,417.0,5.0,133.0,485,614.0,6.0,103.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1585,1850.0,250.0,468.0,311,5215.0,16.5,316.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
7618,2149.0,4.0,687.0,-40,1120.0,1.8,624.0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0
14,23.0,0.0,51.0,-209,1.0,0.0,72.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1618,2162.0,1823.0,517.0,-100,3862.0,8.3,465.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4902,789.0,4.0,41.0,193,239.0,5.6,43.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1623,1165.0,350.0,363.0,339,1671.0,44.0,38.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
3690,865.0,414.0,486.0,465,1604.0,3.1,517.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2062,444.0,194.0,150.0,147,521.0,12.7,41.0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
7176,211.0,0.0,31.0,-337,45.0,1.8,25.0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0
8694,1106.0,1.0,106.0,48,519.0,2.2,231.0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
2136,859.0,237.0,254.0,-187,908.0,34.9,26.0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
1945,3090.0,155.0,745.0,-145,1329.0,2.3,576.0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
4558,2039.0,711.0,352.0,273,2297.0,5.5,421.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
7878,1941.0,8.0,335.0,-201,392.0,0.5,785.0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
4227,360.0,15.0,18.0,-207,332.0,166.0,2.0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
3771,459.0,2072.0,490.0,-75,1486.0,1.6,940.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
4457,374.0,4.0,209.0,292,255.0,1.1,233.0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
7515,733.0,2.0,869.0,-130,808.0,1.1,718.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
5491,420.0,49.0,535.0,-385,291.0,1.2,246.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
5243,133.0,5.0,62.0,873,214.0,30.6,7.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0
6429,1347.0,20.0,298.0,-522,432.0,3.4,127.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
7470,78.0,0.0,80.0,329,13.0,0.2,67.0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
1742,2.0,23.0,16.0,2,26.0,26.0,1.0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
7934,1334.0,2862.0,522.0,156,1803.0,12.4,145.0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0
5163,1644.0,99.0,278.0,421,528.0,1.2,449.0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
5120,498.0,30.0,104.0,421,448.0,16.6,27.0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0
6550,4626.0,51.0,790.0,-109,4890.0,14.9,329.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1121,1368.0,84.0,351.0,166,2631.0,10.1,261.0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
7096,484.0,853.0,787.0,382,3776.0,11.1,340.0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
2063,1412.0,17.0,641.0,383,1330.0,1.4,938.0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
830,1.0,0.0,26.0,397,4.0,1.3,3.0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
4310,111.0,6.0,23.0,363,111.0,2.8,39.0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
700,95.0,886.0,88.0,356,2468.0,21.1,117.0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0
5241,276.0,0.0,10.0,-25,60.0,15.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
6837,1202.0,188.0,572.0,468,913.0,2.0,456.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2237,7.0,1.0,16.0,342,18.0,1.6,11.0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
5077,508.0,0.0,49.0,-587,261.0,0.9,282.0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
2949,1252.0,1109.0,336.0,-210,1586.0,2.6,605.0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
5338,169.0,0.0,7.0,-255,1.0,0.1,14.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
4775,233.0,0.0,21.0,-945,92.0,18.4,5.0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0
8011,1211.0,0.0,96.0,-623,939.0,4.6,202.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6847,159.0,58.0,31.0,356,51.0,6.4,8.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
6355,220.0,13.0,78.0,-876,555.0,2.1,265.0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
3557,694.0,198.0,457.0,-442,2125.0,2.7,795.0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
5536,2374.0,2.0,190.0,-776,875.0,13.3,66.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1535,95.0,14.0,129.0,381,259.0,6.6,39.0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
4462,87.0,4.0,32.0,-406,115.0,2.3,49.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1574,3460.0,4.0,443.0,-77,659.0,1.1,621.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2814,183.0,342.0,167.0,-16,1339.0,14.1,95.0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
4581,1334.0,16.0,48.0,183,1080.0,63.5,17.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
4249,1074.0,46.0,315.0,-565,1235.0,3.0,410.0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0
4883,2974.0,1131.0,1024.0,1095,2209.0,3.4,657.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
7746,3859.0,100.0,231.0,-589,2478.0,11.7,211.0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
7,719.0,43.0,293.0,112,2401.0,5.7,420.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
7932,189.0,0.0,33.0,-996,745.0,39.2,19.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
807,1467.0,0.0,132.0,-209,1192.0,13.1,91.0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
4653,9423.0,654.0,1622.0,-602,8568.0,5.0,1729.0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0
8320,958.0,808.0,666.0,729,2244.0,7.4,303.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
2623,52.0,0.0,49.0,531,202.0,2.3,88.0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
10,173.0,0.0,42.0,138,852.0,213.0,4.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
7766,761.0,716.0,265.0,693,1309.0,8.6,152.0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0
6066,515.0,131.0,193.0,-247,1106.0,30.7,36.0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0
1768,3.0,9.0,25.0,270,42.0,10.5,4.0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0
6535,1133.0,0.0,1.0,208,255.0,85.0,3.0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
534,49.0,0.0,106.0,298,293.0,12.7,23.0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0
2515,430.0,1.0,31.0,479,48.0,4.4,11.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2303,1279.0,3.0,79.0,-395,643.0,10.2,63.0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0
1024,2462.0,0.0,390.0,114,1168.0,2.4,483.0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0
1174,241.0,0.0,18.0,-4,24.0,8.0,3.0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
5696,482.0,225.0,69.0,21,1126.0,45.0,25.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
3852,90.0,6.0,26.0,818,146.0,36.5,4.0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0
4005,91.0,8.0,78.0,-365,1329.0,12.5,106.0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
2984,967.0,8.0,196.0,-845,977.0,4.5,219.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8349,228.0,6.0,68.0,369,122.0,4.2,29.0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
7729,1319.0,14.0,292.0,867,1285.0,4.1,313.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
4655,2224.0,207.0,575.0,-223,2648.0,6.9,384.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
4689,4.0,14.0,2.0,148,10.0,5.0,2.0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0
4769,970.0,71.0,557.0,800,2768.0,8.2,337.0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
4662,72.0,0.0,3.0,163,99.0,33.0,3.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
7404,7.0,0.0,6.0,141,29.0,29.0,1.0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
1843,42.0,617.0,24.0,48,239.0,1.5,161.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
8199,1379.0,0.0,44.0,-162,489.0,12.9,38.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
6796,3311.0,0.0,685.0,-552,3521.0,3.2,1090.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2300,609.0,111.0,261.0,1032,1433.0,9.5,151.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
7257,4039.0,1146.0,912.0,-156,3390.0,5.0,680.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1766,558.0,16.0,144.0,193,583.0,14.9,39.0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
3713,1023.0,0.0,85.0,386,335.0,18.6,18.0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
1032,2446.0,255.0,658.0,-377,1362.0,2.7,505.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
5961,1799.0,1146.0,725.0,-38,5920.0,5.4,1098.0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
386,7.0,0.0,19.0,-52,14.0,2.0,7.0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
5284,273.0,24.0,62.0,-133,237.0,39.5,6.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
850,448.0,0.0,113.0,584,120.0,0.8,146.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
6945,1841.0,707.0,319.0,718,1073.0,5.9,182.0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
418,901.0,0.0,65.0,-534,159.0,5.3,30.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
2275,7.0,0.0,17.0,-704,2.0,0.7,3.0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
6639,1580.0,51.0,239.0,-983,846.0,8.7,97.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
6445,15.0,0.0,1.0,329,7.0,3.5,2.0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0
2898,149.0,0.0,20.0,-215,319.0,159.5,2.0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0
8056,113.0,1569.0,44.0,-164,496.0,9.4,53.0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
