product_primary_name,processing_periods_name,facility_type_name,beginning_balance,quantity_received,quantity_dispensed,stock_in_hand,quantity_requested,quantity_approved,total_losses_and_adjustments,amc,pack_size,zone,dispensing_unit
PYRA-SAC,2025-10-01,HEALTH CENTER,2054.0,0.0,148.0,1434.0,62.0,19.0,-837,7.0,1,DISTRICT24,SACHET
SP,2024-04-01,HEALTH CENTER,26.0,6.0,24.0,29.0,,0.0,183,7.0,1000,DISTRICT33,TABLET
PYRA-COMP,2025-08-01,HEALTH CENTER,1470.0,381.0,404.0,2560.0,,,138,390.0,1,DISTRICT13,TABLET
RDT,2024-10-01,HEALTH CENTER,146.0,5.0,32.0,233.0,401.0,,-640,15.0,25,DISTRICT9,PIECE
PYRA-COMP,2024-10-01,HEALTH CENTER,3485.0,394.0,457.0,4355.0,,4429.0,29,373.0,1,DISTRICT9,TABLET
ACT-AD,2024-06-01,HEALTH CENTER,2749.0,33.0,190.0,2344.0,,8256.0,-128,52.0,30,DISTRICT2,BLISTER
RDT,2025-07-01,HEALTH CENTER,4547.0,10.0,497.0,2446.0,,,-639,319.0,25,DISTRICT29,PIECE
ACT-SC,2024-03-01,HEALTH CENTER,1373.0,1.0,187.0,364.0,,631.0,69,146.0,30,DISTRICT15,BLISTER
PYRA-SAC,2023-12-01,HEALTH CENTER,6750.0,1.0,904.0,2776.0,,0.0,580,525.0,1,DISTRICT30,SACHET
PYRA-SAC,2024-09-01,HEALTH CENTER,275.0,109.0,9.0,191.0,551.0,1.0,-27,1.0,1,DISTRICT1,SACHET
PYRA-SAC,2024-04-01,HEALTH CENTER,159.0,13.0,148.0,54.0,540.0,39.0,-246,100.0,1,DISTRICT36,SACHET
ACT-INF,2024-07-01,HEALTH CENTER,131.0,36.0,247.0,191.0,638.0,199.0,-261,293.0,30,DISTRICT23,BLISTER
ACT-AD,2025-03-01,HEALTH CENTER,502.0,0.0,27.0,63.0,,15.0,-36,9.0,30,DISTRICT29,BLISTER
ART-SUP,2025-10-01,HEALTH CENTER,577.0,10.0,458.0,1721.0,,269.0,948,208.0,2,DISTRICT16,CAPSULE
ACT-INF,2024-05-01,HEALTH CENTER,907.0,0.0,137.0,114.0,,,-312,42.0,30,DISTRICT28,BLISTER
ITN,2024-02-01,HEALTH CENTER,1601.0,26.0,307.0,1319.0,1958.0,42.0,-112,95.0,50,DISTRICT3,PIECE
PYRA-COMP,2025-07-01,HEALTH CENTER,479.0,50.0,139.0,444.0,,,174,79.0,1,DISTRICT38,TABLET
PYRA-SAC,2025-10-01,HEALTH CENTER,83.0,170.0,37.0,37.0,,3.0,-282,11.0,1,DISTRICT33,SACHET
SP,2025-08-01,HEALTH CENTER,1.0,91.0,2.0,38.0,809.0,,-30,0.0,1000,DISTRICT17,TABLET
ACT-GC,2025-09-01,HEALTH CENTER,194.0,0.0,72.0,44.0,487.0,384.0,84,66.0,30,DISTRICT2,BLISTER
ITN,2025-07-01,HEALTH CENTER,635.0,541.0,867.0,2384.0,,36.0,25,617.0,50,DISTRICT22,PIECE
RDT,2024-02-01,HEALTH CENTER,1826.0,29.0,315.0,1495.0,,1841.0,-632,193.0,25,DISTRICT20,PIECE
ACT-GC,2025-09-01,HEALTH CENTER,231.0,1.0,18.0,965.0,,,-30,1.0,30,DISTRICT31,BLISTER
SP,2025-08-01,HEALTH CENTER,1235.0,3.0,337.0,1392.0,,5.0,294,51.0,1000,DISTRICT38,TABLET
ACT-GC,2024-06-01,HEALTH CENTER,394.0,542.0,233.0,2410.0,,122.0,93,250.0,30,DISTRICT8,BLISTER
ART-SUP,2025-03-01,HEALTH CENTER,2873.0,639.0,591.0,3811.0,823.0,296.0,-843,297.0,2,DISTRICT10,CAPSULE
PYRA-COMP,2024-12-01,HEALTH CENTER,2.0,89.0,5.0,4.0,,0.0,-11,0.0,1,DISTRICT24,TABLET
SP,2025-08-01,HEALTH CENTER,633.0,0.0,197.0,1353.0,380.0,,-709,243.0,1000,DISTRICT33,TABLET
PYRA-SAC,2025-10-01,HEALTH CENTER,3461.0,419.0,583.0,2646.0,,2.0,-447,572.0,1,DISTRICT16,SACHET
PYRA-SAC,2024-12-01,HEALTH CENTER,2144.0,134.0,800.0,2441.0,,8.0,-296,649.0,1,DISTRICT33,SACHET
QUIN,2025-09-01,HEALTH CENTER,681.0,0.0,139.0,676.0,,,398,93.0,1000,DISTRICT17,TABLET
ACT-INF,2024-11-01,HEALTH CENTER,2189.0,56.0,1037.0,3698.0,,2447.0,461,753.0,30,DISTRICT10,BLISTER
ART-SUP,2024-12-01,HEALTH CENTER,1337.0,129.0,951.0,2095.0,,5278.0,730,776.0,2,DISTRICT1,CAPSULE
ACT-SC,2025-07-01,HEALTH CENTER,1539.0,359.0,90.0,423.0,481.0,0.0,-520,17.0,30,DISTRICT17,BLISTER
ART-INJ,2025-09-01,DISTRICT HOSPITAL,2392.0,1202.0,578.0,2452.0,,,-460,915.0,5,DISTRICT36,VIAL
ACT-INF,2024-06-01,HEALTH CENTER,698.0,1.0,153.0,242.0,,0.0,150,65.0,30,DISTRICT31,BLISTER
ART-SUP,2024-11-01,HEALTH CENTER,2691.0,175.0,215.0,3990.0,,0.0,-30,84.0,2,DISTRICT36,CAPSULE
ACT-AD,2024-07-01,HEALTH CENTER,451.0,526.0,166.0,346.0,1298.0,,-198,37.0,30,DISTRICT10,BLISTER
ART-INJ,2025-09-01,HEALTH CENTER,5209.0,778.0,2111.0,3311.0,,,299,1845.0,5,DISTRICT10,VIAL
SP,2025-05-01,HEALTH CENTER,74.0,0.0,29.0,130.0,,0.0,128,9.0,1000,DISTRICT31,TABLET
ART-INJ,2025-07-01,HEALTH CENTER,736.0,3.0,357.0,423.0,,0.0,26,180.0,5,DISTRICT8,VIAL
ACT-SC,2025-11-01,HEALTH CENTER,291.0,367.0,915.0,1866.0,,1372.0,-735,966.0,30,DISTRICT9,BLISTER
ACT-AD,2024-02-01,HEALTH CENTER,1869.0,17.0,632.0,2183.0,,31.0,420,672.0,30,DISTRICT20,BLISTER
ART-SUP,2025-05-01,HEALTH CENTER,1848.0,1023.0,966.0,4438.0,,26.0,-617,869.0,2,DISTRICT38,CAPSULE
RDT,2025-04-01,HEALTH CENTER,1057.0,1.0,439.0,1067.0,,0.0,200,83.0,25,DISTRICT9,PIECE
ART-SUP,2025-06-01,DISTRICT HOSPITAL,644.0,84.0,218.0,1181.0,,0.0,-35,166.0,2,DISTRICT28,CAPSULE
SP,2025-09-01,HEALTH CENTER,169.0,1.0,3.0,182.0,,,-599,1.0,1000,DISTRICT7,TABLET
ART-SUP,2025-09-01,HEALTH CENTER,540.0,0.0,50.0,1182.0,,1.0,-284,41.0,2,DISTRICT25,CAPSULE
ACT-GC,2025-01-01,HEALTH CENTER,600.0,46.0,201.0,1075.0,,4599.0,115,130.0,30,DISTRICT37,BLISTER
ART-SUP,2024-06-01,HEALTH CENTER,210.0,2.0,279.0,600.0,,2182.0,130,317.0,2,DISTRICT25,CAPSULE
SP,2025-11-01,HEALTH CENTER,2709.0,343.0,351.0,2891.0,,0.0,-512,452.0,1000,DISTRICT4,TABLET
SP,2024-08-01,HEALTH CENTER,1665.0,5.0,161.0,840.0,,148.0,-123,70.0,1000,DISTRICT16,TABLET
ACT-GC,2024-06-01,HEALTH CENTER,831.0,265.0,591.0,3108.0,,1.0,298,442.0,30,DISTRICT9,BLISTER
ACT-SC,2025-09-01,HEALTH CENTER,1143.0,479.0,312.0,1458.0,,0.0,117,474.0,30,DISTRICT13,BLISTER
PYRA-SAC,2024-10-01,HEALTH CENTER,222.0,3.0,68.0,32.0,,0.0,651,26.0,1,DISTRICT38,SACHET
ART-SUP,2024-11-01,HEALTH CENTER,1307.0,12.0,662.0,1016.0,777.0,7.0,-614,452.0,2,DISTRICT7,CAPSULE
ITN,2024-06-01,HEALTH CENTER,59.0,876.0,267.0,229.0,,16857.0,-465,325.0,50,DISTRICT32,PIECE
PYRA-COMP,2024-11-01,HEALTH CENTER,1967.0,17.0,170.0,798.0,,,630,81.0,1,DISTRICT30,TABLET
ACT-INF,2025-04-01,HEALTH CENTER,34.0,180.0,109.0,105.0,,1184.0,585,104.0,30,DISTRICT14,BLISTER
QUIN,2024-05-01,HEALTH CENTER,92.0,0.0,0.0,62.0,291.0,0.0,-303,0.0,1000,DISTRICT31,TABLET
SP,2025-02-01,HEALTH CENTER,11.0,0.0,1.0,40.0,,0.0,71,1.0,1000,DISTRICT23,TABLET
ART-SUP,2024-05-01,HEALTH CENTER,1352.0,27.0,52.0,978.0,,0.0,-566,15.0,2,DISTRICT5,CAPSULE
PYRA-COMP,2025-02-01,HEALTH CENTER,1073.0,2100.0,422.0,1426.0,356.0,1.0,15,278.0,1,DISTRICT14,TABLET
PYRA-COMP,2024-02-01,HEALTH CENTER,205.0,105.0,184.0,175.0,,8.0,-22,2.0,1,DISTRICT33,TABLET
RDT,2025-03-01,HEALTH CENTER,122.0,5328.0,42.0,884.0,558.0,135.0,-207,56.0,25,DISTRICT35,PIECE
ACT-INF,2024-07-01,HEALTH CENTER,1744.0,3.0,381.0,1231.0,,487.0,782,347.0,30,DISTRICT31,BLISTER
QUIN,2025-10-01,NATIONAL HOSPITAL,9.0,141.0,26.0,269.0,,0.0,209,25.0,1000,DISTRICT31,TABLET
QUIN,2025-10-01,HEALTH CENTER,1014.0,0.0,186.0,694.0,,0.0,-503,35.0,1000,DISTRICT12,TABLET
PYRA-SAC,2025-10-01,HEALTH CENTER,1145.0,788.0,915.0,3482.0,,0.0,-645,810.0,1,DISTRICT36,SACHET
ACT-INF,2024-04-01,HEALTH CENTER,1182.0,0.0,360.0,400.0,787.0,8368.0,245,324.0,30,DISTRICT19,BLISTER
QUIN,2025-09-01,HEALTH CENTER,1393.0,11.0,427.0,859.0,,2221.0,128,576.0,1000,DISTRICT15,TABLET
ART-SUP,2025-10-01,HEALTH CENTER,1931.0,126.0,541.0,3145.0,492.0,9.0,621,313.0,2,DISTRICT21,CAPSULE
SP,2025-02-01,HEALTH CENTER,53.0,565.0,58.0,273.0,,239.0,433,130.0,1000,DISTRICT29,TABLET
SP,2024-10-01,HEALTH CENTER,1376.0,6.0,286.0,231.0,589.0,212.0,-621,191.0,1000,DISTRICT19,TABLET
ITN,2024-09-01,HEALTH CENTER,844.0,22.0,96.0,254.0,,393.0,295,42.0,50,DISTRICT11,PIECE
ACT-SC,2024-09-01,HEALTH CENTER,651.0,177.0,438.0,639.0,471.0,,-171,568.0,30,DISTRICT33,BLISTER
RDT,2024-08-01,HEALTH CENTER,491.0,0.0,12.0,198.0,1866.0,258.0,-387,12.0,25,DISTRICT30,PIECE
ART-SUP,2025-07-01,HEALTH CENTER,15.0,0.0,8.0,77.0,,0.0,371,29.0,2,DISTRICT29,CAPSULE
PYRA-SAC,2024-01-01,HEALTH CENTER,532.0,3.0,370.0,433.0,,,177,18.0,1,DISTRICT10,SACHET
QUIN,2025-10-01,HEALTH CENTER,1937.0,48.0,333.0,2057.0,1422.0,4136.0,-669,505.0,1000,DISTRICT30,TABLET
QUIN,2024-10-01,HEALTH CENTER,67.0,0.0,73.0,168.0,930.0,,-228,0.0,1000,DISTRICT28,TABLET
PYRA-SAC,2025-06-01,HEALTH CENTER,963.0,17.0,212.0,835.0,,0.0,-127,72.0,1,DISTRICT36,SACHET
ACT-INF,2025-01-01,HEALTH CENTER,78.0,0.0,52.0,130.0,,1197.0,-251,63.0,30,DISTRICT28,BLISTER
ACT-GC,2025-03-01,HEALTH CENTER,1957.0,180.0,429.0,1105.0,1838.0,,512,349.0,30,DISTRICT7,BLISTER
RDT,2025-06-01,HEALTH CENTER,4274.0,2148.0,938.0,4071.0,,1768.0,-24,692.0,25,DISTRICT12,PIECE
SP,2024-06-01,HEALTH CENTER,206.0,0.0,315.0,211.0,,464.0,46,219.0,1000,DISTRICT32,TABLET
ART-SUP,2024-02-01,HEALTH CENTER,35.0,2.0,2.0,351.0,757.0,488.0,-279,0.0,2,DISTRICT24,CAPSULE
RDT,2024-11-01,HEALTH CENTER,1356.0,29.0,87.0,1173.0,,135.0,71,391.0,25,DISTRICT35,PIECE
ACT-GC,2025-01-01,HEALTH CENTER,10.0,0.0,46.0,106.0,,2619.0,522,44.0,30,DISTRICT3,BLISTER
ACT-INF,2023-12-01,HEALTH CENTER,76.0,0.0,4.0,11.0,,,-22,0.0,30,DISTRICT13,BLISTER
ACT-INF,2024-07-01,HEALTH CENTER,3077.0,219.0,1209.0,2907.0,,432.0,-374,1052.0,30,DISTRICT1,BLISTER
ACT-GC,2024-02-01,HEALTH CENTER,303.0,5.0,111.0,726.0,,8.0,-154,37.0,30,DISTRICT28,BLISTER
QUIN,2023-12-01,HEALTH CENTER,272.0,86.0,55.0,1168.0,,1665.0,131,83.0,1000,DISTRICT22,TABLET
ACT-GC,2025-10-01,HEALTH CENTER,734.0,194.0,340.0,2291.0,,1.0,170,155.0,30,DISTRICT36,BLISTER
ACT-GC,2025-11-01,HEALTH CENTER,1517.0,5.0,226.0,405.0,,42.0,436,193.0,30,DISTRICT14,BLISTER
ART-INJ,2024-11-01,HEALTH CENTER,153.0,34.0,100.0,170.0,,175.0,347,60.0,5,DISTRICT33,VIAL
PYRA-COMP,2024-01-01,HEALTH CENTER,3270.0,36.0,1466.0,2754.0,,11.0,-425,487.0,1,DISTRICT24,TABLET
SP,2025-03-01,DISTRICT HOSPITAL,127.0,0.0,21.0,27.0,,741.0,-312,18.0,1000,DISTRICT3,TABLET
RDT,2025-05-01,HEALTH CENTER,1243.0,159.0,656.0,610.0,,16.0,492,264.0,25,DISTRICT30,PIECE
ART-INJ,2025-03-01,HEALTH CENTER,30.0,24.0,15.0,16.0,,6.0,386,16.0,5,DISTRICT14,VIAL
ART-INJ,2025-11-01,DISTRICT HOSPITAL,2029.0,233.0,285.0,2351.0,,0.0,773,370.0,5,DISTRICT30,VIAL
ACT-GC,2024-07-01,HEALTH CENTER,3775.0,8.0,205.0,1224.0,521.0,1351.0,-339,124.0,30,DISTRICT20,BLISTER
QUIN,2024-11-01,HEALTH CENTER,450.0,0.0,9.0,11.0,,0.0,230,0.0,1000,DISTRICT36,TABLET
ACT-SC,2024-11-01,HEALTH CENTER,194.0,159.0,35.0,147.0,,0.0,136,8.0,30,DISTRICT9,BLISTER
ACT-GC,2024-01-01,HEALTH CENTER,384.0,7.0,79.0,258.0,609.0,5.0,-449,46.0,30,DISTRICT3,BLISTER
ACT-AD,2024-07-01,DISTRICT HOSPITAL,2858.0,2341.0,1377.0,1878.0,,6508.0,-675,1091.0,30,DISTRICT25,BLISTER
ACT-AD,2024-09-01,HEALTH CENTER,637.0,0.0,22.0,371.0,,0.0,222,2.0,30,DISTRICT30,BLISTER
ACT-AD,2024-06-01,HEALTH CENTER,167.0,0.0,11.0,111.0,989.0,109.0,96,10.0,30,DISTRICT36,BLISTER
RDT,2023-12-01,HEALTH CENTER,183.0,0.0,16.0,330.0,,13.0,-88,5.0,25,DISTRICT30,PIECE
RDT,2024-07-01,HEALTH CENTER,2069.0,0.0,260.0,180.0,,4610.0,6,221.0,25,DISTRICT31,PIECE
ACT-INF,2024-12-01,DISTRICT HOSPITAL,55.0,0.0,58.0,20.0,,123.0,-245,70.0,30,DISTRICT29,BLISTER
SP,2025-01-01,HEALTH CENTER,938.0,2.0,148.0,525.0,,63.0,-1,76.0,1000,DISTRICT1,TABLET
SP,2024-09-01,HEALTH CENTER,364.0,208.0,313.0,503.0,,984.0,276,93.0,1000,DISTRICT32,TABLET
ART-INJ,2025-08-01,HEALTH CENTER,1645.0,1.0,54.0,1255.0,,0.0,15,43.0,5,DISTRICT28,VIAL
ART-INJ,2024-10-01,HEALTH CENTER,2088.0,0.0,72.0,417.0,,0.0,119,162.0,5,DISTRICT33,VIAL
ITN,2023-12-01,HEALTH CENTER,1763.0,1.0,292.0,1511.0,,0.0,286,79.0,50,DISTRICT37,PIECE
RDT,2025-03-01,HEALTH CENTER,441.0,535.0,323.0,2145.0,,0.0,37,154.0,25,DISTRICT19,PIECE
PYRA-SAC,2025-08-01,HEALTH CENTER,3195.0,55.0,690.0,2519.0,,1742.0,-282,573.0,1,DISTRICT13,SACHET
PYRA-SAC,2025-01-01,HEALTH CENTER,248.0,465.0,280.0,389.0,,,91,74.0,1,DISTRICT13,SACHET
QUIN,2025-10-01,HEALTH CENTER,542.0,93.0,22.0,1423.0,,66.0,334,4.0,1000,DISTRICT3,TABLET
QUIN,2025-09-01,HEALTH CENTER,531.0,41.0,128.0,558.0,,4.0,19,36.0,1000,DISTRICT13,TABLET
PYRA-COMP,2025-04-01,HEALTH CENTER,1388.0,816.0,779.0,1939.0,488.0,3693.0,309,439.0,1,DISTRICT10,TABLET
PYRA-SAC,2025-10-01,HEALTH CENTER,1021.0,196.0,88.0,206.0,,5.0,-291,68.0,1,DISTRICT9,SACHET
ITN,2025-10-01,HEALTH CENTER,7.0,2.0,4.0,5.0,,0.0,873,0.0,50,DISTRICT25,PIECE
ITN,2024-05-01,HEALTH CENTER,353.0,315.0,357.0,183.0,,,491,90.0,50,DISTRICT19,PIECE
QUIN,2025-01-01,HEALTH CENTER,1459.0,210.0,169.0,1121.0,,0.0,-39,17.0,1000,DISTRICT21,TABLET
ART-INJ,2024-09-01,HEALTH CENTER,790.0,0.0,62.0,280.0,117.0,41.0,303,65.0,5,DISTRICT28,VIAL
ART-INJ,2024-05-01,DISTRICT HOSPITAL,8.0,0.0,19.0,145.0,,0.0,803,4.0,5,DISTRICT11,VIAL
ACT-SC,2025-10-01,HEALTH CENTER,2431.0,34.0,1343.0,2960.0,1154.0,386.0,-103,982.0,30,DISTRICT38,BLISTER
PYRA-SAC,2024-11-01,HEALTH CENTER,521.0,3.0,138.0,373.0,726.0,,-292,343.0,1,DISTRICT6,SACHET
ACT-GC,2025-04-01,HEALTH CENTER,15.0,0.0,17.0,35.0,181.0,47.0,611,8.0,30,DISTRICT33,BLISTER
ACT-INF,2024-02-01,HEALTH CENTER,5.0,122.0,133.0,49.0,,,-239,51.0,30,DISTRICT3,BLISTER
ACT-SC,2025-10-01,HEALTH CENTER,40.0,87.0,9.0,70.0,,,-137,9.0,30,DISTRICT5,BLISTER
SP,2025-08-01,HEALTH CENTER,10.0,193.0,30.0,21.0,,33.0,51,6.0,1000,DISTRICT6,TABLET
ACT-INF,2024-10-01,HEALTH CENTER,14.0,7.0,5.0,157.0,,0.0,-74,2.0,30,DISTRICT35,BLISTER
ACT-GC,2024-07-01,HEALTH CENTER,1966.0,0.0,870.0,2901.0,378.0,6.0,322,460.0,30,DISTRICT15,BLISTER
RDT,2025-03-01,HEALTH CENTER,220.0,374.0,52.0,772.0,,,910,26.0,25,DISTRICT25,PIECE
ACT-INF,2025-06-01,HEALTH CENTER,446.0,5.0,78.0,460.0,919.0,80.0,859,219.0,30,DISTRICT31,BLISTER
QUIN,2025-01-01,HEALTH CENTER,285.0,418.0,490.0,649.0,,15656.0,353,929.0,1000,DISTRICT20,TABLET
QUIN,2024-08-01,HEALTH CENTER,502.0,2.0,281.0,900.0,638.0,,-440,306.0,1000,DISTRICT9,TABLET
QUIN,2024-12-01,HEALTH CENTER,4354.0,419.0,1504.0,6217.0,948.0,2048.0,782,2253.0,1000,DISTRICT28,TABLET
ART-SUP,2024-01-01,HEALTH CENTER,308.0,258.0,83.0,458.0,,731.0,97,76.0,2,DISTRICT23,CAPSULE
PYRA-COMP,2024-04-01,HEALTH CENTER,49.0,232.0,44.0,94.0,,304.0,-53,34.0,1,DISTRICT22,TABLET
ACT-SC,2024-12-01,HEALTH CENTER,1468.0,283.0,409.0,834.0,772.0,9.0,105,424.0,30,DISTRICT29,BLISTER
ACT-GC,2025-01-01,HEALTH CENTER,49.0,230.0,15.0,63.0,386.0,0.0,-518,18.0,30,DISTRICT24,BLISTER
ACT-GC,2025-07-01,HEALTH CENTER,35.0,0.0,13.0,130.0,,,-636,47.0,30,DISTRICT26,BLISTER
ART-INJ,2023-12-01,HEALTH CENTER,821.0,166.0,225.0,638.0,,1.0,800,204.0,5,DISTRICT23,VIAL
PYRA-SAC,2024-05-01,HEALTH CENTER,138.0,0.0,12.0,95.0,481.0,6.0,-1021,8.0,1,DISTRICT28,SACHET
PYRA-COMP,2024-07-01,HEALTH CENTER,939.0,132.0,62.0,419.0,877.0,4.0,-259,2.0,1,DISTRICT3,TABLET
ACT-SC,2024-04-01,HEALTH CENTER,56.0,8.0,80.0,297.0,,281.0,-573,24.0,30,DISTRICT29,BLISTER
SP,2025-02-01,REGIONAL HOSPITAL,162.0,0.0,32.0,230.0,,114.0,180,94.0,1000,DISTRICT28,TABLET
PYRA-COMP,2023-12-01,HEALTH CENTER,849.0,1023.0,254.0,1072.0,,2867.0,-97,41.0,1,DISTRICT31,TABLET
PYRA-SAC,2025-04-01,HEALTH CENTER,190.0,19.0,136.0,549.0,,114.0,491,290.0,1,DISTRICT16,SACHET
PYRA-SAC,2024-09-01,HEALTH CENTER,4393.0,23.0,1593.0,3263.0,849.0,5292.0,39,1621.0,1,DISTRICT37,SACHET
ACT-GC,2024-03-01,DISTRICT HOSPITAL,67.0,0.0,26.0,238.0,,1.0,234,27.0,30,DISTRICT29,BLISTER
ACT-AD,2024-02-01,HEALTH CENTER,1945.0,29.0,289.0,1876.0,358.0,36.0,-475,341.0,30,DISTRICT28,BLISTER
ACT-AD,2025-03-01,DISTRICT HOSPITAL,0.0,0.0,0.0,1.0,,,349,0.0,30,DISTRICT13,BLISTER
PYRA-COMP,2024-05-01,HEALTH CENTER,244.0,2397.0,63.0,822.0,,0.0,-473,10.0,1,DISTRICT15,TABLET
ITN,2025-11-01,HEALTH CENTER,20.0,0.0,2.0,128.0,236.0,,-282,0.0,50,DISTRICT4,PIECE
ACT-SC,2023-12-01,HEALTH CENTER,31.0,0.0,65.0,67.0,,905.0,380,17.0,30,DISTRICT6,BLISTER
ART-INJ,2025-10-01,HEALTH CENTER,391.0,35.0,699.0,1416.0,,232.0,-442,929.0,5,DISTRICT36,VIAL
ART-SUP,2025-10-01,HEALTH CENTER,888.0,34.0,509.0,1839.0,,132.0,-309,290.0,2,DISTRICT29,CAPSULE
ITN,2024-05-01,HEALTH CENTER,333.0,1817.0,57.0,895.0,598.0,819.0,-364,66.0,50,DISTRICT14,PIECE
ART-SUP,2024-04-01,HEALTH CENTER,24.0,0.0,13.0,79.0,,294.0,-8,50.0,2,DISTRICT16,CAPSULE
PYRA-COMP,2025-04-01,HEALTH CENTER,938.0,1528.0,238.0,1444.0,,572.0,182,155.0,1,DISTRICT24,TABLET
ACT-INF,2025-07-01,HEALTH CENTER,6874.0,2317.0,1241.0,7478.0,,0.0,-263,1354.0,30,DISTRICT31,BLISTER
ART-SUP,2024-01-01,HEALTH CENTER,184.0,2556.0,103.0,578.0,,0.0,-655,5.0,2,DISTRICT33,CAPSULE
SP,2024-10-01,HEALTH CENTER,983.0,4.0,439.0,2024.0,845.0,,539,675.0,1000,DISTRICT28,TABLET
ACT-AD,2024-02-01,REGIONAL HOSPITAL,1554.0,0.0,614.0,1190.0,,228.0,-189,846.0,30,DISTRICT15,BLISTER
ITN,2025-09-01,HEALTH CENTER,4356.0,2165.0,486.0,5985.0,,339.0,-620,876.0,50,DISTRICT13,PIECE
RDT,2024-01-01,HEALTH CENTER,952.0,100.0,187.0,2430.0,,1.0,712,82.0,25,DISTRICT35,PIECE
ACT-AD,2024-05-01,HEALTH CENTER,573.0,1109.0,159.0,2811.0,200.0,9.0,64,138.0,30,DISTRICT28,BLISTER
SP,2025-04-01,HEALTH CENTER,454.0,53.0,23.0,768.0,,,-321,46.0,1000,DISTRICT12,TABLET
ACT-INF,2024-10-01,DISTRICT HOSPITAL,1305.0,261.0,979.0,3032.0,,4.0,-337,1354.0,30,DISTRICT32,BLISTER
ITN,2024-05-01,HEALTH CENTER,3087.0,21.0,412.0,1786.0,,24.0,348,254.0,50,DISTRICT5,PIECE
RDT,2025-11-01,HEALTH CENTER,5473.0,31.0,1032.0,2793.0,,158.0,-228,1224.0,25,DISTRICT20,PIECE
ACT-GC,2025-02-01,HEALTH CENTER,2704.0,752.0,634.0,902.0,,107.0,-488,757.0,30,DISTRICT20,BLISTER
ACT-SC,2025-04-01,HEALTH CENTER,1783.0,0.0,271.0,1410.0,,1.0,326,152.0,30,DISTRICT33,BLISTER
PYRA-SAC,2025-08-01,HEALTH CENTER,1280.0,3619.0,241.0,956.0,371.0,0.0,321,250.0,1,DISTRICT6,SACHET
SP,2025-03-01,HEALTH CENTER,592.0,0.0,245.0,798.0,420.0,28.0,266,161.0,1000,DISTRICT38,TABLET
ART-SUP,2025-04-01,HEALTH CENTER,1559.0,126.0,145.0,1126.0,313.0,0.0,-707,138.0,2,DISTRICT24,CAPSULE
ACT-AD,2025-11-01,HEALTH CENTER,1678.0,32.0,716.0,1524.0,,161.0,548,666.0,30,DISTRICT37,BLISTER
RDT,2025-02-01,HEALTH CENTER,707.0,41.0,170.0,675.0,,2044.0,322,91.0,25,DISTRICT16,PIECE
ITN,2024-10-01,HEALTH CENTER,1817.0,441.0,834.0,2109.0,,41.0,-210,543.0,50,DISTRICT20,PIECE
ACT-SC,2024-07-01,REGIONAL HOSPITAL,3854.0,7.0,557.0,2754.0,,1790.0,-228,435.0,30,DISTRICT9,BLISTER
ACT-GC,2025-02-01,HEALTH CENTER,646.0,0.0,104.0,396.0,,4475.0,-452,175.0,30,DISTRICT37,BLISTER
ART-INJ,2024-01-01,HEALTH CENTER,18.0,29.0,10.0,101.0,,0.0,686,19.0,5,DISTRICT37,VIAL
ACT-INF,2024-07-01,HEALTH CENTER,1171.0,1.0,203.0,271.0,1906.0,26.0,75,53.0,30,DISTRICT9,BLISTER
PYRA-COMP,2025-04-01,HEALTH CENTER,2854.0,8.0,242.0,2916.0,,41.0,-414,384.0,1,DISTRICT31,TABLET
ITN,2025-01-01,HEALTH CENTER,2347.0,0.0,254.0,431.0,,,7,153.0,50,DISTRICT24,PIECE
ACT-AD,2025-11-01,HEALTH CENTER,224.0,446.0,122.0,2515.0,,0.0,108,123.0,30,DISTRICT20,BLISTER
ACT-INF,2025-07-01,REGIONAL HOSPITAL,8096.0,1674.0,1826.0,4239.0,,897.0,77,1933.0,30,DISTRICT19,BLISTER
SP,2025-10-01,HEALTH CENTER,1232.0,2.0,514.0,1475.0,,1226.0,495,386.0,1000,DISTRICT11,TABLET
ACT-GC,2024-08-01,HEALTH CENTER,2032.0,611.0,159.0,2276.0,,1.0,-58,263.0,30,DISTRICT30,BLISTER
PYRA-SAC,2024-09-01,HEALTH CENTER,192.0,82.0,89.0,132.0,,798.0,310,13.0,1,DISTRICT15,SACHET
ART-INJ,2024-02-01,HEALTH CENTER,132.0,1.0,52.0,388.0,,4.0,376,71.0,5,DISTRICT3,VIAL
ACT-SC,2023-12-01,HEALTH CENTER,376.0,55.0,49.0,690.0,,701.0,-419,23.0,30,DISTRICT23,BLISTER
ART-INJ,2024-05-01,DISTRICT HOSPITAL,2.0,1.0,1.0,1.0,,0.0,192,0.0,5,DISTRICT14,VIAL
ACT-GC,2025-09-01,HEALTH CENTER,5863.0,3.0,1172.0,3182.0,,16.0,-76,896.0,30,DISTRICT7,BLISTER
ACT-SC,2025-08-01,HEALTH CENTER,12.0,137.0,28.0,51.0,,0.0,-13,23.0,30,DISTRICT12,BLISTER
SP,2025-01-01,HEALTH CENTER,329.0,0.0,35.0,861.0,,1.0,-128,2.0,1000,DISTRICT29,TABLET
PYRA-COMP,2024-01-01,HEALTH CENTER,4066.0,0.0,410.0,1940.0,2255.0,,-696,485.0,1,DISTRICT32,TABLET
QUIN,2024-04-01,HEALTH CENTER,889.0,0.0,3.0,479.0,282.0,2.0,-150,4.0,1000,DISTRICT10,TABLET
